code,name,country,phone,uen,customer_type,address_location,address_unit_no,address_postal_code,address_office_number,poc_first_name,poc_last_name,email,credit_term
E0029,ETHOZ GROUP LTD,SINGAPORE,68372822,198104531H,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,9684 1229,MR MELVIN,,,NET 30
E0030,ENERGHY PTE LTD,SINGAPORE,68372822,200610502M,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,9684 1229,MR MELVIN,,,NET DUE
E0031,EMRE LOGISTICS SERVICES LLP,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0032,EWINE ASIA.COM,SINGAPORE,68372822,,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0033,ENG HUP SENG MOTOR,SINGAPORE,68372822,,Service Workshop,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0034,EMS SHIP SUPLY(SINGAPORE) PTE LTD,SINGAPORE,68372822,,Distributor,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0035,ENG SOON DRY BEAN CURD MFG PTE LTD,SINGAPORE,68372822,198301669G,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET 30
E0036,EEY ANG SENG,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0037,EM SOLUTION PTE LTD,SINGAPORE,68372822,,Service Workshop,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0038,ETHOZ AUTOMOTIVE SOLUTIONS LTD,SINGAPORE,68372822,199005791M,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0039,ELEMENT LOGISTICS PTE LTD,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0040,EGOKORO TRADING PTE LTD,SINGAPORE,68372822,200414516G,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0041,EMICAKES (S) PTE LTD,SINGAPORE,68372822,199000341H,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0042,EN FROZEN PTE LTD,SINGAPORE,68372822,201024510K,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0043,ENOVEN PTE LTD,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0044,EAST SHENG ENTERPRISE,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0045,EMS SEVEN SEAS (SINGAPORE) PTE LTD,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0046,EE FOOD & SERVICES PTE LTD,SINGAPORE,68372822,200504840H,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0047,126 EATING HOUSE,SINGAPORE,68372822,36316800A,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0048,EPICUS PTE LTD,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0049,EAT & SMILE ASIA PTE LTD,SINGAPORE,68372822,201217617Z,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0050,ELOH ENTERPRISE,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0051,ELITE AUTOMOTIVE PTE LTD,SINGAPORE,68372822,,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0052,ECONO GREEN PTE LTD,SINGAPORE,68372822,201120673M,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0053,ESUN INTERNATIONAL PTE LTD,SINGAPORE,68372822,20,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0054,EASYLINK AUTOMOBILE PTE LTD,SINGAPORE,68372822,201312696M,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0055,EXPERTISE TECHNOLOGIES PTE LTD,SINGAPORE,68372822,,,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0056,TS TRANSPORT & LOGISTICS PTE LTD,SINGAPORE,68372822,201804266H,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0057,EXTRA EXCELLENCE MANUFACTURING (S) PL,SINGAPORE,68372822,200010714N,Manufacturer,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0058,EB FOOD MARKETING PTE LTD,SINGAPORE,68372822,201425597Z,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0059,ETHOZ PROTECT PTE LTD,SINGAPORE,68372822,199100103N,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0060,EBENEZER NDT SERVICES PTE LTD,SINGAPORE,68372822,199703920N,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0061,EVERGLADES PTE. LTD.,SINGAPORE,68372822,,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0062,EBUY PTE LTD,SINGAPORE,68372822,201315783K,Distributor,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0063,EXCEL INTERNATIONAL AGENCY PTE LTD,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0064,ELIZABETH-ZION ASIA PACIFIC PTE LTD,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0065,EURASIA FOOD SUPPLY PTE LTD,SINGAPORE,68372822,201606569K,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
E0066,EBENEZER LOGISTICS PTE LTD,SINGAPORE,68372822,202188844Z,Fleet Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
F0001,FUJI HEAVY INDUSTRIES LTD,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
F0002,FOOK HIN AUTO SERVICES,SINGAPORE,68372822,,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET DUE
F0003,FUJI PHOTO FILM (SINGAPORE) PTE LTD,SINGAPORE,68372822,198305269N,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET 30
F0004,TOPSELLER PTE LTD,SINGAPORE,68372822,197701362R,Manufacturer,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET 30
F0005,FRESHMART SINGAPORE PTE LTD,SINGAPORE,68372822,200101551E,Distributor,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET 30
F0006,FAST FROZEN FOOD,SINGAPORE,68372822,51969600W,Individual Owner,"1 STAMFORD ROAD, STAMFORD COURT
# 03 - 08
SINGAPORE 
SINGAPORE ",08,,,JENNY,,,NET 30
F0007,FORTUNE IMPEX PTE LTD,SINGAPORE,63836688,199403118C,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET 30
F0008,FUJIKOKI MERCHANDISING,SINGAPORE,63836688,,,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0009,FOODPACK (S) PTE LTD,SINGAPORE,63836688,199605650W,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0010,FOODFARE CATERING PTE LTD,SINGAPORE,63836688,199706979E,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET 30
F0011,FOODCORP PTE LTD,SINGAPORE,63836688,199105256G,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET 30
F0012,FAME SEAFOOD PTE LTD,SINGAPORE,63836688,40655200B,Manufacturer,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0013,FATTY POULTRY SUPPLIER,SINGAPORE,63836688,50478200B,Distributor,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0014,FOODBEX.COM PTE LTD,SINGAPORE,63836688,199907927D,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0015,FENG RONG FROZEN FOOD TRADING CO.,SINGAPORE,63836688,30163100W,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0016,FONG TAI FOOD INTERNATIONAL PTE LTD,SINGAPORE,63836688,200000585G,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0017,FASSLER GOURMET PTE LTD,SINGAPORE,63836688,199401989E,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0018,FOOD MARKETING SERVICES PTE LTD,SINGAPORE,63836688,198803384E,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0019,FUKUO PRATAMA,SINGAPORE,63836688,52933106C,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0020,FINE SWISS FOODS PTE LTD,SINGAPORE,63836688,199601381W,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0021,FUJI TRADING (S) PTE LTD,SINGAPORE,63836688,198201088K,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0022,FOUNTAINHEAD MFG. (PTE) LTD,SINGAPORE,63836688,197400554G,Individual Owner,"19 TUAS BAY WALK
SINGAPORE 637762
",,637762,,JENNY,,,NET DUE
F0023,FRESHPACK FOOD SUPPLY,SINGAPORE,62662808,52937655E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0024,FRAGRANCE FOODSTUFF PTE LTD,SINGAPORE,62662808,199001763K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0025,FROSTS FOOD & BEVERAGE (PTE) LTD,SINGAPORE,62662808,198302507K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0026,FOUR LEAVES PTE LTD,SINGAPORE,62662808,198003150E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0027,FORTUNE FOOD MANUFACTURING PTE LTD,SINGAPORE,62662808,199002272R,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0028,F&N FOODS PTE LTD,SINGAPORE,62662808,196700390K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0029,FRIENTLY VEGETARIAN FOOD SUPPLIER,SINGAPORE,62662808,39100200K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0030,FARY'S FRESH & FROZEN FOOD SUPPLIES,SINGAPORE,62662808,200505595Z,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0031,FOODTECH PRODUCTS PTE LTD,SINGAPORE,62662808,200309954N,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0032,FOUR SEASONS HOTEL SINGAPORE,SINGAPORE,62662808,47940800M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0033,FEDERAL EXPRESS,SINGAPORE,62662808,198402740W,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0034,FOOD PLEX TRADING PTE LTD,SINGAPORE,62662808,199602248E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0035,FISH FRAGRANCE FOOD INDUSTRY,SINGAPORE,62662808,53055929C,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0036,FRANKLIN OFFSHORE INTERNATIONAL PTE LTD,SINGAPORE,62662808,198402596W,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0037,FOODBRANDS MARKETING,SINGAPORE,62662808,53020132A,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0038,FUJIFILM (SINGAPORE) PTE LTD,SINGAPORE,62662808,198305269N,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0039,FA JI FOODSTUFF SUPPLIER PTE LTD,SINGAPORE,62662808,200801227N,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0040,FORCE TRANSPORT OFFICE,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0041,FCC GROUP PTE LTD,SINGAPORE,62662808,200911003W,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0043,FOOD SPECTRUM TRADING & MANUFACTURING PTE LTD,SINGAPORE,62662808,201841463H,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0044,FORWARDERS & DELIVERY AGENCY SINGAPORE (PTE) LTD,SINGAPORE,62662808,200708297N,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0045,F&N INTERFLAVINCE PTE LTD,SINGAPORE,62662808,195000022H,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0046,FOOD LINE PTE LTD,SINGAPORE,62662808,200900424W,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0047,FREPHMART SINGAPORE PTE LTD,SINGAPORE,62662808,200101551E,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0048,FOUR SEASONS GOURMET MARKET PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0049,FIRST GRADE AGENCY PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0050,FAR OCEAN SEA PRODUCTS (PTE) LTD,SINGAPORE,62662808,197101137C,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0051,FRESH N NATURAL FOODS PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0052,FOODEDGE GOURMET PTE LTD,SINGAPORE,62662808,200401215E,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0053,FRESH START BAKERIES (S) PTE LTD,SINGAPORE,62662808,201016965C,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0054,FOOD BOX CATERING PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0055,FURAMA CITY CENTRE,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0056,FOOD COLLECTIVE PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0057,FIRMENICH ASIA PRIVATE LIMITED,SINGAPORE,62662808,,Manufacturer,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET 30
F0058,FAIRMONT SINGAPORE & SWISSOTEL THE STAMFORD,SINGAPORE,62662808,198904859N,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0059,FORTUNER MARINE PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0060,FRESH & GREEN WHOLESALER PTE LTD,SINGAPORE,62662808,,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0061,FALCON-AIR AUTO SERVICES PTE LTD,SINGAPORE,62662808,,Service Workshop,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0062,FRANCOIS MARINE SERVICES PTE LTD,SINGAPORE,62662808,,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0063,FRANCE DELICE LTEE,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0064,FALCON-AIR AUTO SERVICE PTE LTD,SINGAPORE,62662808,,Service Workshop,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0065,FCS LOGISTIC PTE LTD,SINGAPORE,62662808,,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0066,FOODGNOSTIC PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0067,FUKUI KOUGYO CE PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0068,FOUR SEASONS DURIANS PTE LTE,SINGAPORE,62662808,199803780E,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0069,FIRST GOURMET PTE LTD,SINGAPORE,62662808,,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0070,FRESH HUB VENDING PTE. LTD.,SINGAPORE,62662808,201212860N,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0071,FIRST OCEAN FOODS PTE LTD,SINGAPORE,62662808,201408766M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0072,FS FOODSTUFF PTE LTD,SINGAPORE,62662808,201318955M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0073,FU KWEE KITCHEN CATERING SERVICES,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0074,FOODCRUMZ PTE LTD,SINGAPORE,62662808,201500111Z,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0075,FAST COOL AUTO PTE LTD,SINGAPORE,62662808,,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0076,FAMOUS FOOD CUBE PTE LTD,SINGAPORE,62662808,201332719N,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0077,F C AUTOMOTIVE PTE LTD,SINGAPORE,62662808,,Distributor,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0078,FU YU CORPORATION LIMITED,SINGAPORE,62662808,,Fleet Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0079,FRANK AIR-CON ENGINEERING SERVICE,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0080,FIZ & DANE FROZEN EXPORT IMPORT PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0081,FOODIE MARKET PLACE PTE. LTD.,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0082,FOUR SEASONS  FOOD SOLUTION PTE LTD,SINGAPORE,62662808,201531829M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0083,FOOD FACE PTE LTD,SINGAPORE,62662808,201401645G,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0084,FONG FROZEN FOOD,SINGAPORE,62662808,52954177K,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0085,FRESHDIRECT PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0086,FOOD SPECTRUM TRARDING,SINGAPORE,62662808,53062665M,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0087,F&M TRANSPORTATION,SINGAPORE,62662808,53341555A,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0088,FOOD FRESH PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0089,FISK SEAFOODBAR & MARKET,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0090,FISK PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0091,FS GO PTE LTD,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0092,FRESH & READY LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0093,FOOD EVOLUTION,SINGAPORE,62662808,,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0094,FORD ENGINEERING & BUILDERS LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0095,FOUR SEASONS CATERING PTE LTD,SINGAPORE,62662808,199702526E,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0096,FAMILY DENTAL CENTRE PTE. LTD.,SINGAPORE,62662808,201205512Z,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0097,FINEST GOLD & SILVER REFINERY PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0098,FLOWTECH ENGINEERING PTE LTD,SINGAPORE,62662808,,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0099,FISH & FARM PTE LTD,SINGAPORE,62662808,201719496m,Individual Owner,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
F0100,FRONTFLIGHT AVIATION,SINGAPORE,62662808,53396461W,,"11 CHIN BEE DRIVE
#01 - 00
SINGAPORE 619862
",00,619862,,JENNY,,,NET DUE
