sku,name,category_id,uom_id,auto_reorder,lead_time,reorder_level,remark,quantity_to_reorder,status,price,VendorIDs,warehouses
FF-SIDEDR99-785X1050B,SIDE DOOR MODEL 99 (SIZE: 785MM X 1050MM)(B DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,96.00000000,C0008,GRN-1-FF-SIDEDR99-785X1050B--------------------
FF-SIDEDR99-785X1070,SIDE DOOR 99 MODEL (SIZE: 785MM X 1070MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,96.00000000,C0008,GRN-1-FF-SIDEDR99-785X1070--------------------
FF-SIDEDR99-785X1070B,SIDE DOOR MODEL 99 (SIZE: 785MM X 1070MM)(B DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,96.00000000,C0008,GRN-1-FF-SIDEDR99-785X1070B--------------------
FF-SIDEDR99-785X1250X50MM,SIDE DOOR 99 (SIZE: 785 X 1250MM X 50MM ) ( B DOOR ),ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,C0008,GRN-1-FF-SIDEDR99-785X1250X50MM----------ST----------1.0000
FF-SIDEDR99-785X1600,SIZE DOOR MODEL 99 (SIZE: 785MM X 1600MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,200.00000000,C0008,GRN-1-FF-SIDEDR99-785X1600----------ST----------0.0000
FF-SIDEDR99-785X1600B,SIDE DOOR MODEL 99 (SIZE: 785MM X 1600MM)(B DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,200.00000000,C0008,GRN-1-FF-SIDEDR99-785X1600B----------ST----------0.0000
FF-SIDEDR99-900-1900B,SIDE DOOR MODEL 99 (SIZE: 900MM X 1900MM)(B DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,240.00000000,C0008,GRN-1-FF-SIDEDR99-900-1900B--------------------
FF-SIDEDR99-900X1900,SIDE DOOR MODEL 99 ( SIZE: 900MM X 1900MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,210.00000000,C0008,GRN-1-FF-SIDEDR99-900X1900--------------------
FFENDCA99-50MM,END CAP 99 MODEL SIZE: 50MM,ZZ0,PC,0,,0.0000,,0.0000,1,120.00000000,C0008,GRN-1-FFENDCA99-50MM----------ST----------0.0000
FFMUSH-2250LX760DX880,FIBRE AIRCON MUSHROOM HEAD SIZE :2250LX760DEEPX880MM,ZZZ,PC,0,,0.0000,,0.0000,0,1263.00000000,C0008,GRN-1-FFMUSH-2250LX760DX880----------ST----------0.0000
FFMUSH-2370LX840DX690,FIBRE AIRCON MUSHROOM HEAD SIZE :2370LX840DEEPX690MM,ZZZ,PC,0,,0.0000,,0.0000,0,1063.00000000,C0008,GRN-1-FFMUSH-2370LX840DX690----------ST----------0.0000
MBMSSTBO-M10X300MM,MILD STEEL STUB BOLT M10 X 300MM (ONE END THREAD 500MM),ZZ0,PC,0,,0.0000,,0.0000,1,2.40000000,"C0008,,,,,,,,,H0008",GRN-1-MBMSSTBO-M10X300MM----------ST----------0.0000
FF-COFR10FT,FIBER CORNER GUARD 10FT,ZZ0,PC,0,,0.0000,,0.0000,1,150.00000000,"C0008,,,,,,,,,M0011,,,,,,,,,Y0016","GRN-1-FF-COFR10FT----------GB----------0.0000,,,,,,,,,GRN-1-FF-COFR10FT----------ST----------0.0000,,,,,,,,,GRN-1-FF-COFR10FT----------WD----------34.0000"
FF-SIDEDR99-785X1000B,SIDE DOOR MODEL 99 (SIZE: 785MM X 1000MM) B DOOR,ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,"C0008,,,,,,,,,M0011,,,,,,,,,Y0016","GRN-1-FF-SIDEDR99-785X1000B----------ST----------2.0000,,,,,,,,,GRN-1-FF-SIDEDR99-785X1000B----------WD----------2.0000"
FF-COFR12FT,FIBER CORNER GUARD 12FT,ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FF-COFR12FT----------ST----------0.0000,,,,,,,,,GRN-1-FF-COFR12FT----------WD----------4.0000"
FF-COFR15FT,FIBER CORNER GUARD 15FT,ZZ0,PC,0,,0.0000,,0.0000,1,193.00000000,"C0008,,,,,,,,,Y0016",GRN-1-FF-COFR15FT----------ST----------0.0000
FF-SIDEDR97-785X1250,SIDE DOOR MODEL 97 (SIZE: 785MM X 1250MM) (A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,"C0008,,,,,,,,,Y0016",GRN-1-FF-SIDEDR97-785X1250----------ST----------0.0000
FF-SIDEDR97-785X1250X50MM,SIDE DOOR 97 (SIZE: 785 X 1250MM X 50MM ) ( B DOOR ),ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,"C0008,,,,,,,,,Y0016",GRN-1-FF-SIDEDR97-785X1250X50MM----------ST----------0.0000
FF-SIDEDR97-900X1600,SIDE DOOR MODEL 97 (SIZE: 900MM X 1600MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,190.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FF-SIDEDR97-900X1600----------ST----------0.0000,,,,,,,,,GRN-1-FF-SIDEDR97-900X1600----------WD----------1.0000"
FF-SIDEDR99-785-1250B,SIDE DOOR MODEL 99 (SIZE: 785MM X 1250MM)(B DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,116.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FF-SIDEDR99-785-1250B----------ST----------0.0000,,,,,,,,,GRN-1-FF-SIDEDR99-785-1250B----------WD----------2.0000"
FF-SIDEDR99-785X1250,SIDE DOOR MODEL 99 (SIZE: 785MM X 1250MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,180.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FF-SIDEDR99-785X1250----------ST----------0.0000,,,,,,,,,GRN-1-FF-SIDEDR99-785X1250----------WD----------4.0000"
FF-SIDEDR99-900X1600,SIDE DOOR MODEL 99 ( SIZE: 900MM X 1600MM)(A DOOR),ZZ0,PC,0,,0.0000,,0.0000,1,228.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FF-SIDEDR99-900X1600----------ST----------0.0000,,,,,,,,,GRN-1-FF-SIDEDR99-900X1600----------WD----------4.0000"
FFELSTCO-250X390X310,ELECTRIC STANDBY COVER W250MM X L390MM X H310MM,ZZ0,PC,1,,5.0000,,5.0000,1,90.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FFELSTCO-250X390X310----------ST----------6.0000,,,,,,,,,GRN-1-FFELSTCO-250X390X310----------TL----------0.0000"
FFENDCAP97,FIBREGLASS END CAP MODEL 97,ZZ0,PC,1,,22.0000,,30.0000,1,28.00000000,"C0008,,,,,,,,,Y0016","GRN-1-FFENDCAP97----------ST----------0.0000,,,,,,,,,GRN-1-FFENDCAP97----------TL----------0.0000,,,,,,,,,GRN-1-FFENDCAP97----------WD----------0.0000"
FFMUSH,FIBRE AIRCON MUSHROOM HEAD,ZZ0,PC,0,,0.0000,"REMARKS:

Mushroom head big = 2370L X 840H X 760D
Mushroom head small = 2250L X 840H X 760D

If the box size is bigger than 2590mm, the mushroom head should be big.
If smaller than 2590mm, then it should be small.",0.0000,1,2030.00000000,"C0008,,,,,,,,,Y0016",GRN-1-FFMUSH----------ST----------0.0000
MBMSCCH-75X40X5MM,MILD STEEL C CHANNEL 75 X 40 X 5MM,ZZ0,PC,0,,0.0000,,0.0000,1,74.00000000,"C0009,,,,,,,,,L0034",GRN-1-MBMSCCH-75X40X5MM----------ST----------0.0000
MBMSPL-4X8X1.5MM,MILD STEEL PLATE 4 X 8 X 1.5MM,ZZ0,PC,0,,0.0000,,0.0000,1,76.00000000,"C0009,,,,,,,,,L0034,,,,,,,,,L0003",GRN-1-MBMSPL-4X8X1.5MM----------ST----------0.0000
08088-30000,BATTERY SOLENIOD,MIP,PC,1,,2.0000,,4.0000,1,156.00000000,C0010,"GRN-1-08088-30000----------ST----------5.0000,,,,,,,,,GRN-1-08088-30000----------TL----------0.0000"
112-85,ROTOR 24V 110AMP (103765) ( PRESTOLITE ),PSL,PC,0,,0.0000,,0.0000,1,260.00000000,C0010,GRN-1-112-85----------ST----------0.0000
A0000006,HAZARD SIREN & PA SYSTEM 1000 SERIES 12V 100W AMP #809001,PJT,PC,0,,0.0000,,0.0000,1,1160.00000000,C0010,GRN-1-A0000006----------ST----------3.0000
A0000007,CODE 3 100W SLIM SIREN SPEAKER #3900,PJT,PC,0,,0.0000,,0.0000,1,620.00000000,C0010,GRN-1-A0000007----------ST----------3.0000
ADH-1212,22MM LED FLASH ALARM INDICATOR SIGNAL LAMP WITH BUZZER 24V RED,ZZ0,PC,0,,0.0000,,0.0000,1,20.00000000,C0010,GRN-1-ADH-1212----------ST----------0.0000
AHALAS-100211-6120,ALTERNATOR ASSEMBLY 110AMP 12V 100211-6120 (FOR DAIHATSU V116),ZZ0,PC,0,,0.0000,,0.0000,1,520.00000000,C0010,GRN-1-AHALAS-100211-6120----------ST----------0.0000
BABT-BT-100A,BATTERY TESTER – BT-100A,ZZ0,PC,0,,0.0000,,0.0000,1,110.00000000,C0010,GRN-1-BABT-BT-100A----------ST----------0.0000
BBAULABU24V-BA15D,665201 AMBER 24V 21W BAU 15S FLOSSER BRAND BULB- 10 PCS / BOX,ZZ0,PC,0,,0.0000,,0.0000,1,3.50000000,C0010,GRN-1-BBAULABU24V-BA15D----------ST----------10.0000
BBBABU-F24,WUDGE BASE BULB F24V 1.2W,ZZ0,PC,0,,0.0000,,0.0000,1,0.84000000,C0010,GRN-1-BBBABU-F24--------------------
BBBLHA-2074420,MINI HALOGEN BULB ( 2074420 ) 24V 20W ( FLOSSER ),ZZ0,PC,0,,0.0000,,0.0000,1,10.40000000,C0010,GRN-1-BBBLHA-2074420----------ST----------30.0000
BBBLHA-H1-3024,"H1 HALOGEN BULB ( 3024 ) 24V 70W P14,5S ( FLOSSER )",ZZ0,PC,0,,0.0000,,0.0000,1,6.60000000,C0010,GRN-1-BBBLHA-H1-3024----------ST----------20.0000
BBBLHA-H3-24V-48700,H3 HALOGAN BULB 24V 70W ( 48700 ) - FLOSSEN,ZZ0,PC,0,,0.0000,,0.0000,1,7.20000000,C0010,GRN-1-BBBLHA-H3-24V-48700----------ST----------12.0000
BBBLHA-H4-12V,H4 HALOGEN BULB 12V - FOSSER,ZZ0,PC,0,,0.0000,,0.0000,1,5.40000000,C0010,"GRN-1-BBBLHA-H4-12V----------ST----------8.0000,,,,,,,,,GRN-1-BBBLHA-H4-12V----------TL----------0.0000"
BBBLHA-H4-625543,H4 HALOGEN BULB ( 625543 ) 12V 60/55W P43T ( FLOSSER ),ZZ0,PC,0,,0.0000,,0.0000,1,5.20000000,C0010,GRN-1-BBBLHA-H4-625543--------------------
BBBLHA-H7-24V,HALOGAN BULB H7 24V,ZZZ,PC,0,,0.0000,,0.0000,0,21.00000000,C0010,GRN-1-BBBLHA-H7-24V--------------------
BBFEBU12V-400415,FEEZER BULB 12V ( 400415 12V 15W ),ZZ0,PC,0,,0.0000,,0.0000,1,1.20000000,C0010,GRN-1-BBFEBU12V-400415----------ST----------60.0000
BBFEBU12V-4231,FEEZER BULB 12V ( 4231 12V 10W ) ( 100 PCS / BOX ),ZZZ,PC,0,,0.0000,,0.0000,0,0.16000000,C0010,GRN-1-BBFEBU12V-4231----------ST----------0.0000
BBFEBU24V-4210,FEEZER BULB 24V ( 4210 24V 10W ),ZZ0,PC,0,,0.0000,,0.0000,1,2.00000000,C0010,"GRN-1-BBFEBU24V-4210----------ST----------79.0000,,,,,,,,,GRN-1-BBFEBU24V-4210----------TL----------0.0000,,,,,,,,,GRN-1-BBFEBU24V-4210----------WD----------0.0000"
BBFEBU24V-4231,FEEZER BULB 24V ( 4231 24V 10W ),ZZZ,PC,0,,0.0000,,0.0000,0,2.00000000,C0010,GRN-1-BBFEBU24V-4231----------ST----------0.0000
BBR224-55-50W,BULB R2224 - 55/50W - 945F-41 ER37 ( 49321 ) - FLOSSER,ZZ0,PC,0,,0.0000,,0.0000,1,5.40000000,C0010,GRN-1-BBR224-55-50W----------ST----------0.0000
BBRSW-12V,BULB R5W 12V,ZZ0,PC,0,,0.0000,,0.0000,1,0.70000000,C0010,GRN-1-BBRSW-12V--------------------
BBSB12V-6671,SIGNAL BULB 12V 21WATT ( 6671 ) ( 10PCS/PER BOX),ZZ0,PC,0,,0.0000,,0.0000,1,0.66000000,C0010,GRN-1-BBSB12V-6671----------ST----------0.0000
CBCAC-D10,CABLE CAP DIA 10MM,ZZ0,PC,0,,0.0000,,0.0000,1,4.20000000,C0010,GRN-1-CBCAC-D10----------ST----------0.0000
CBCAC-D8,CABLE CAP DIA 8MM,ZZ0,PC,0,,0.0000,,0.0000,1,2.60000000,C0010,GRN-1-CBCAC-D8----------ST----------0.0000
CBCAS-D10,CABLE SOLDERING DIA 10MM,ZZ0,PC,0,,0.0000,,0.0000,1,1.90000000,C0010,GRN-1-CBCAS-D10----------ST----------0.0000
CFALCABR-A647X50270,ALTERNATOR CARBON BRUSH ( A647X50270 ),MIP,PC,0,,0.0000,,0.0000,1,30.00000000,C0010,"GRN-1-CFALCABR-A647X50270----------ST----------28.0000,,,,,,,,,GRN-1-CFALCABR-A647X50270----------TL----------0.0000"
COCO-0001,CONNECTOR PIN FLOSSER(PART# 1102720),MIP,PC,0,,0.0000,"REMARKS:

MOQ:50PCS",0.0000,1,2.00000000,C0010,"GRN-1-COCO-0001----------ST----------0.0000,,,,,,,,,GRN-1-COCO-0001----------TL----------0.0000"
COCO-C2F,C.2F CONNECTOR,ZZZ,PC,0,,0.0000,,0.0000,0,22.00000000,C0010,GRN-1-COCO-C2F----------ST----------0.0000
COCO-C2M,C.2M CONNECTOR,ZZZ,PC,0,,0.0000,,0.0000,0,22.00000000,C0010,GRN-1-COCO-C2M----------ST----------0.0000
COCO-C3F,C.3F CONNECTOR ( FEMALE ),ZZZ,PC,0,,0.0000,,0.0000,0,1.40000000,C0010,GRN-1-COCO-C3F--------------------
COCO-F2-2,CONNECTOR PIN ITM CT-F2-250 (HEL) ( 100 PCS / PKT ),MIP,PC,1,,50.0000,,100.0000,1,0.70000000,C0010,"GRN-1-COCO-F2-2----------ST----------118.0000,,,,,,,,,GRN-1-COCO-F2-2----------TL----------120.0000"
COCONPINF,CONNECTOR PIN FEMALE (100PCS/PKT),ZZ0,PC,0,,0.0000,,0.0000,1,0.50000000,C0010,GRN-1-COCONPINF----------ST----------0.0000
COCONPINM,CONNECTOR PIN MALE (100PCS/PKT),ZZ0,PC,0,,0.0000,,0.0000,1,0.50000000,C0010,GRN-1-COCONPINM----------ST----------100.0000
FEAYFU-100A,AUTO FUSE 100A,ZZ0,PC,0,,0.0000,,0.0000,1,6.80000000,C0010,GRN-1-FEAYFU-100A----------ST----------0.0000
FEBLFU-H4-4247570,BULB HALOGAN H4 24V 75/70W 4247570 BOSCH,ZZZ,PC,0,,0.0000,,0.0000,0,20.00000000,C0010,GRN-1-FEBLFU-H4-4247570--------------------
FEFU-100A,FUSE - F.373100L,ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,C0010,GRN-1-FEFU-100A----------ST----------0.0000
FEFU-125A,FUSE 125AMP,ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,C0010,GRN-1-FEFU-125A----------ST----------0.0000
FEFU-300A,FUSE - 300A ( FLOSSER / GERMANY ),ZZ0,PC,0,,0.0000,,0.0000,1,22.00000000,C0010,GRN-1-FEFU-300A----------ST----------23.0000
FEFU-50A,FUSE 50AMP (RED) P/N F373150L (BRAND PF),ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,C0010,GRN-1-FEFU-50A----------ST----------0.0000
FEFU-80A,FLOSSER FUE - 80A ( 7048080 ),ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,C0010,"GRN-1-FEFU-80A----------ST----------0.0000,,,,,,,,,GRN-1-FEFU-80A----------WD----------0.0000"
FEFU-M-125A,MEGA FUSE  125AMP ( 8048125),ZZ0,PC,0,,0.0000,,0.0000,1,20.00000000,C0010,GRN-1-FEFU-M-125A----------ST----------0.0000
FEFU10AMP-F503810,SMALL FUSE 10AMP F.503810 ( MADE IN JAPAN ),ZZ0,PC,0,,0.0000,,0.0000,1,0.70000000,C0010,GRN-1-FEFU10AMP-F503810----------ST----------0.0000
FEFU10AMP-SMALL,SMALL FUSE 10AMP,ZZ0,PC,1,,20.0000,,50.0000,1,1.00000000,C0010,"GRN-1-FEFU10AMP-SMALL----------ST----------32.0000,,,,,,,,,GRN-1-FEFU10AMP-SMALL----------TL----------0.0000,,,,,,,,,GRN-1-FEFU10AMP-SMALL----------WD----------0.0000"
FEFU15AMP-F503815,SMALL FUSE 15AMP F.503815 ( MADE IN JAPAN ),ZZ0,PC,0,,0.0000,,0.0000,1,0.70000000,C0010,GRN-1-FEFU15AMP-F503815----------ST----------0.0000
FEFU15AMP-SMALL,SMALL FUSE 15AMP,ZZ0,PC,1,,20.0000,,20.0000,1,0.50000000,C0010,"GRN-1-FEFU15AMP-SMALL----------ST----------27.0000,,,,,,,,,GRN-1-FEFU15AMP-SMALL----------TL----------0.0000,,,,,,,,,GRN-1-FEFU15AMP-SMALL----------WD----------0.0000"
FEFU1AMP-BLADE,BLADE FUSE 1A (REGULAR TYPE) 100 PCS / BOX,ZZ0,PC,1,,20.0000,,100.0000,1,0.70000000,C0010,GRN-1-FEFU1AMP-BLADE----------ST----------90.0000
FEFU20AMP-F503820,SMALL FUSE 20AMP F.503820 ( MADE IN JAPAN ),ZZ0,PC,0,,0.0000,,0.0000,1,0.70000000,C0010,GRN-1-FEFU20AMP-F503820----------ST----------0.0000
FEFU20AMP-SMALL,SMALL FUSE 20AMP,ZZ0,PC,1,,20.0000,,20.0000,1,1.00000000,C0010,"GRN-1-FEFU20AMP-SMALL----------ST----------33.0000,,,,,,,,,GRN-1-FEFU20AMP-SMALL----------WD----------0.0000"
FEFU25AMP-44620,FUSE 25AMP - 44620,ZZZ,PC,0,,0.0000,,0.0000,0,0.20000000,C0010,GRN-1-FEFU25AMP-44620--------------------
FEFU25AMP-SMALL,SMALL FUSE 25AMP,ZZ0,PC,1,,10.0000,,20.0000,1,1.00000000,C0010,"GRN-1-FEFU25AMP-SMALL----------ST----------26.0000,,,,,,,,,GRN-1-FEFU25AMP-SMALL----------WD----------0.0000"
FEFU30AMP-SMALL,30AMP FUSE - SMALL F.4730,ZZ0,PC,1,,5.0000,,10.0000,1,1.00000000,C0010,"GRN-1-FEFU30AMP-SMALL----------ST----------10.0000,,,,,,,,,GRN-1-FEFU30AMP-SMALL----------WD----------0.0000"
FEFU3AMP-SMALL,SMALL FUSE 3AMP - F.44703 ( R ),ZZ0,PC,1,,8.0000,,10.0000,1,1.00000000,C0010,GRN-1-FEFU3AMP-SMALL----------ST----------10.0000
FEFU5AMP-SMALL,SMALL FUSE 5AMP,ZZ0,PC,1,,20.0000,,20.0000,1,1.00000000,C0010,"GRN-1-FEFU5AMP-SMALL----------ST----------39.0000,,,,,,,,,GRN-1-FEFU5AMP-SMALL----------TL----------0.0000,,,,,,,,,GRN-1-FEFU5AMP-SMALL----------WD----------0.0000"
FEFU7.5AMP-SMALL,SMALL FUSE 7.5AMP,ZZ0,PC,1,,10.0000,,10.0000,1,1.00000000,C0010,GRN-1-FEFU7.5AMP-SMALL----------ST----------19.0000
FEFUHL-724800,FUSE HOLDER ( 724800 ) - FLOSSER,ZZ0,PC,0,,0.0000,,0.0000,1,15.00000000,C0010,GRN-1-FEFUHL-724800----------ST----------7.0000
FEFUHL-FBFT,FUSE HOLDER ( FBF7 ) NILES - MADE IN JAPAN,ZZ0,PC,0,,0.0000,,0.0000,1,50.00000000,C0010,GRN-1-FEFUHL-FBFT----------ST----------2.0000
FEFUHO-300A,FUSE HOLDER - 300A ( FLOSSER / GERMANY ),ZZ0,PC,0,,0.0000,,0.0000,1,24.00000000,C0010,GRN-1-FEFUHO-300A----------ST----------0.0000
FEMIFU3AMP,MINI FUSE 3AMP,ZZ0,PC,0,,0.0000,,0.0000,1,0.56000000,C0010,GRN-1-FEMIFU3AMP--------------------
FEMIFU5AMP,MINI FUSE 5AMP,ZZ0,PC,0,,0.0000,,0.0000,1,0.60000000,C0010,GRN-1-FEMIFU5AMP--------------------
FEMOCA30AMP,MOTOR CAR FUSE 30AMP,ZZ0,PC,0,,0.0000,,0.0000,1,1.70000000,C0010,GRN-1-FEMOCA30AMP--------------------
FGFUGA-52CDG,FUEL GAUGE 52CDG-2I,ZZ0,PC,0,,0.0000,,0.0000,1,52.00000000,C0010,GRN-1-FGFUGA-52CDG----------ST----------0.0000
FGFUSE-UT,FUEL SENSOR (SENING UNIT -UT),ZZ0,PC,0,,0.0000,,0.0000,1,50.00000000,C0010,GRN-1-FGFUSE-UT----------ST----------0.0000
HORN-24V,NIKKO HORN DIA. 90MM F4HH 24V SINGLE ( FOR HINO EURO 4 TRUCK ),ZZ0,PC,1,,0.0000,NIKKO / JAPAN,3.0000,1,28.00000000,C0010,GRN-1-HORN-24V----------ST----------1.0000
LBLEDLAM-211-24,LED LAMP SP LED-VIL211-24V,ZZ0,PC,0,,0.0000,,0.0000,1,60.00000000,C0010,GRN-1-LBLEDLAM-211-24----------ST----------0.0000
LBLEML-168,SP LED MARKER ( R/W ) HEL,ZZ0,PC,0,,0.0000,"PERVIOUSLY WAS LBLEML-168 - MARKER LAMP 24V (SP AE-01-168) (H:81Xw:95XT75MM)
CHANGE TO PART NUMBER SP LED MARKER ( R/W ) HEL / MALAYSIA",0.0000,1,40.00000000,C0010,GRN-1-LBLEML-168----------ST----------0.0000
LBLEML-434,END OUTLINE MARKER LAMP 434 FRONT AND REAR RED & WHITE,ZZ0,PC,0,,0.0000,,0.0000,1,42.00000000,C0010,GRN-1-LBLEML-434----------ST----------4.0000
LBLEML-VL98,LED MARKER LAMP  (SP LED-VL98Y DV),ZZ0,PC,0,,0.0000,,0.0000,1,22.00000000,C0010,GRN-1-LBLEML-VL98----------ST----------0.0000
LBPSL-24,POSITION SIDE LAMP 24V BULB,ZZZ,PC,0,,0.0000,,0.0000,0,10.00000000,C0010,GRN-1-LBPSL-24--------------------
LBSL-24W,SIGNAL LAMP WHITE 24V (SP AE-01-116W)(DIA78.6 X H:52MM),ZZ0,PC,0,,0.0000,,0.0000,1,5.00000000,C0010,GRN-1-LBSL-24W----------ST----------6.0000
M371X71973,ST SOLENOID SWITCH ( M371X71271),MIP,PC,0,,0.0000,No change in pricing JL 11/02/19,0.0000,1,70.00000000,C0010,"GRN-1-M371X71973----------ST----------2.0000,,,,,,,,,GRN-1-M371X71973----------TL----------0.0000"
M647C00271,CARBON BRUSH,MIP,PC,1,,4.0000,,10.0000,1,5.00000000,C0010,"GRN-1-M647C00271----------ST----------7.0000,,,,,,,,,GRN-1-M647C00271----------TL----------0.0000"
M649T01271,ST. BRUSH HOLDER,MIP,PC,1,,2.0000,,4.0000,1,26.00000000,C0010,"GRN-1-M649T01271----------ST----------6.0000,,,,,,,,,GRN-1-M649T01271----------TL----------0.0000"
MCHOME-6N5906,HOBBS HOUR METER 6N5906,ZZ0,PC,0,,0.0000,,0.0000,1,90.00000000,C0010,GRN-1-MCHOME-6N5906----------ST----------0.0000
MCHOME-85000,HOBBS HOUR METER 85000 12-32V,ZZ0,PC,0,,0.0000,,0.0000,1,106.00000000,C0010,GRN-1-MCHOME-85000----------ST----------0.0000
OAORING-20MMX3.5MM,ORING - ID: 20MM X TICKNESS 3.5MM,ZZ0,PC,0,,0.0000,,0.0000,1,1.00000000,C0010,GRN-1-OAORING-20MMX3.5MM--------------------
R1SOCKET,FLOSSER SOCKET -2222 (Sub# E23),MIP,PC,1,,10.0000,"RELAY AUTO SOCKET DURAKOOL DZ85AB-5-WH2 (ELEMENT14-2292977) or 
-3334-485-008 (BOSCH)-SUPPLIER OFFER FLOSSER BRAND SOCKET 2222",30.0000,1,8.00000000,C0010,"GRN-1-R1SOCKET----------ST----------265.0000,,,,,,,,,GRN-1-R1SOCKET----------TL----------20.0000"
R22262 87A (12V),5PIN RELAY,AAC,PC,0,,6.0000,,6.0000,1,28.00000000,C0010,"GRN-1-R22262 87A (12V)----------ST----------0.0000,,,,,,,,,GRN-1-R22262 87A (12V)----------WD----------0.0000"
R22270,RELAY,AAC,PC,1,,8.0000,,10.0000,1,28.00000000,C0010,"GRN-1-R22270----------ST----------29.0000,,,,,,,,,GRN-1-R22270----------TL----------0.0000,,,,,,,,,GRN-1-R22270----------WD----------0.0000"
R24262 24V,RELAY AUTO 24V ( R4262 ),MIP,PC,1,,10.0000,,18.0000,1,28.00000000,C0010,"GRN-1-R24262 24V----------ST----------12.0000,,,,,,,,,GRN-1-R24262 24V----------TL----------0.0000,,,,,,,,,GRN-1-R24262 24V----------WD----------0.0000"
RDSEAL-35MM,RUBBER INSERT SEAL - 35MM (RP-J-35MMX11),ZZ0,METER,0,,0.0000,,0.0000,1,16.00000000,C0010,GRN-1-RDSEAL-35MM----------ST----------0.0000
RERE-586-314111,RELAY 586-314111,ZZ0,PC,0,,0.0000,,0.0000,1,288.75000000,C0010,GRN-1-RERE-586-314111----------ST----------0.0000
SFSOSW-12751,ST SOLENOID SWITCH 12V (12751),ZZ0,PC,0,,0.0000,,0.0000,1,50.00000000,C0010,GRN-1-SFSOSW-12751----------ST----------0.0000
SFSOSW-M12A5UC5S,"D.C SOLENOID MODEL 1503ES-12A5UC5S, P/N SA-4569-T,S/N 436467-0044 VDC 12",ZZ0,PC,0,,0.0000,,0.0000,1,330.00000000,C0010,"GRN-1-SFSOSW-M12A5UC5S----------ST----------1.0000,,,,,,,,,GRN-1-SFSOSW-M12A5UC5S----------TL----------0.0000"
SFSOSW-M371X71271,ST SOLENOID SWITCH – M371X71271,ZZ0,PC,0,,0.0000,,0.0000,1,51.00000000,C0010,GRN-1-SFSOSW-M371X71271----------ST----------0.0000
SFSW-083-859-011,ON/OFF SWITCH - 083-859-011 12/24V 600A,ZZ0,PC,0,,0.0000,,0.0000,1,10.00000000,C0010,GRN-1-SFSW-083-859-011----------ST----------0.0000
SFSW-SW27,SWITCH NEW STAR – SW-27 (JK408-5),ZZ0,PC,0,,0.0000,,0.0000,1,9.60000000,C0010,GRN-1-SFSW-SW27----------ST----------8.0000
SP-LED98W,LED LIGHT SP LED-VL98W ( WHITE ) TAIWAN,PJT,PC,0,,0.0000,,0.0000,1,30.00000000,C0010,GRN-1-SP-LED98W----------ST----------8.0000
WBWI-5334S-24,WIPER  32” - CANCELALTION PART,ZZ0,PC,0,,0.0000,,0.0000,0,42.00000000,C0010,GRN-1-WBWI-5334S-24--------------------
WBWIP16,"WIPER BLADE 16"" ( PER SET ) WB5216 ( MADE IN TAIWAN )",ZZ0,SET,0,,0.0000,,0.0000,1,6.80000000,C0010,"GRN-1-WBWIP16----------ST----------0.0000,,,,,,,,,GRN-1-WBWIP16----------TL----------0.0000"
WBWIP24,"WIPER BLADE 24"" ( PER PC ) WB5224S ( MADE IN CHINA )",ZZ0,PC,0,,0.0000,,0.0000,1,7.60000000,C0010,"GRN-1-WBWIP24----------ST----------0.0000,,,,,,,,,GRN-1-WBWIP24----------TL----------0.0000"
FDOIFI-TD25,OIL FILTER TD25,ZZ0,PC,1,,0.0000,,1.0000,1,11.00000000,"C0010,,,,,,,,,B0001",GRN-1-FDOIFI-TD25----------ST----------0.0000
E1542,80A AUTO FUSE FLOSSER ( F.8048080),PJT,PC,1,,10.0000,,30.0000,1,25.00000000,"C0010,,,,,,,,,B0031",GRN-1-E1542----------ST----------21.0000
PJOTHER,FUSE  F.7048150,ZZZ,PC,0,,0.0000,,0.0000,0,2.30000000,"C0010,,,,,,,,,F0001,,,,,,,,,L0003",GRN-1-PJOTHER----------ST----------0.0000
