code,country,name,phone,uen,account_manager,remark,credit_term,credit_limit,poc_first_name,poc_phone,poc_email,poc_title,address_address,address_unit_no,address_building_name,address_postal_code,address_phone
E0046,SINGAPORE,EQUATORIAL PETROLEUM ENTERPRISE PTE LTD,6459 3311,,,,NET 30,,JC NG,9003 6347,jc.ng@epe-sg.com,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0047,SINGAPORE,ELEMENT14 PTE LTD,6459 3311,199501672R,,,NET 30,,SHUYI,6788 0200,sg-sales@element14.com,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0048,SINGAPORE,EVER WIN ENTERPRISES PTE LTD,6459 3311,197802637R,,,NET 30,,KELVIN CHAU,6221 6810,CHUAGL@EVERWIN.COM.SG,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0049,SINGAPORE,EVERBRITE ABRASIVE PTE LTD,6459 3311,20140097H,,,NET 30,,MS ONG,6484 7582,,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0050,SINGAPORE,EASTERN WIN ENTERPRISES PTE LTD,6459 3311,198100891D,,,NET DUE,,ANGEL NG,8318 0662,Angel.ng@hupsteel.com,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0051,SINGAPORE,ECOGLOO PTE LTD,6459 3311,201836772W,,,NET 30,,MR SAM WONG  HP:8299 6888,6935 1015,SAM.WONG@ECOLOO.COM.SG,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0052,SINGAPORE,EPICUS PTE LTD,6459 3311,200309360R,,,NET DUE,,JOHNSON NG,9688 3592,JOHNSON@EPICUS.COM.SG,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0053,SINGAPORE,ECHAN INDUSTRIES PTE LTD,6459 3311,199502429 / M289203036,,,NET 30,,John Heng,62870066 / 96271885,,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
E0054,SINGAPORE,ES-TEAM LIGHTING PTE LTD,6459 3311,199307700K,,,NET DUE,,"BERNARD (SALES), JANE (ACCOUNTS)",8780068 / 68440770,bernard@esteam.com.sg;jane@esteam.com.sg,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
F0001,SINGAPORE,FAR EAST GROUP LIMITED,6459 3311,196400096C,,,NET 60,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"39 SUNGEI KADUT AVENUE
SINGAPORE 729663
",,,729663,6459 3311
F0002,JAPAN,SUBARU CUSTOMIZE WORKS CO. LTD.,03-3347-2492,,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"100 SHUEIRO-CHO, ISESAKI-SHI
JAPAN ", ,,,03-3347-2492
F0003,SINGAPORE,FOO LIM AUTO REPAIRS & ACCESSORIES,2617697,46773000L,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"3 PIONEER ROAD NORTH,
# 01
SINGAPORE ",,,,2617697
F0004,SINGAPORE,FOSTER ASIA PACIFIC PTE. LTD.,8616611,199308520D,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"21 GUL AVENUE
SINGAPORE 629661",,,629661,8616611
F0005,SINGAPORE,FLUID CONTROLS PTE LTD,7601766,198004440M,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"120 HILLVIEW AVENUE ,  
# 02 - 05
 KEWALRAM HILLVIEW   
SINGAPORE 2366",05,,2366,7601766
F0006,SINGAPORE,OMERIN ASIA PTE LTD,6255 4778,199306957D,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"51 GOLDHILL PLAZA 
# 08 - 12/01
SINGAPORE 308900",12/01,,308900,6255 4778
F0007,SINGAPORE,FONG EE INDUSTRIAL (PTE) LIMITED,6749 5997 / 67492278 [A/C],197602013M,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"3 KALLANG WAY 2A , FONG TAT BUILDING
SINGAPORE 347493", ,,347493,6749 5997 / 67492278 [A/C]
F0008,HONG KONG,FORTUNE INDUSTRY INTERNATIONAL CO LTD,,,,,NET DUE,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,," ROOM 19C, 
LOCKHART CTR.,
301-307 LOCKHART ROAD,
WAN CHAI .
 HONG KONG
",,,.,
F0009,USA,FIRE RESEARCH CORP.,631-3609727,,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"26 SOUTHERN BLVD. 
NESCONSET NEW YORK
USA ",,,,631-3609727
F0010,ITALY,FIC S.P.A.,39-0343-43103,,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"54 VIA TRIVULZIA, 
MESE (SO)
ITALY 23020", ,,23020,39-0343-43103
F0011,FRANCE,FERMOD S.A.,01-42-969406,,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"75 RUE DE RICHELIEU
PARIS
FRANCE 75002",,,75002,01-42-969406
F0012,SINGAPORE,FORTUNA INDUSTRIAL GAS TRADING & SUPPLY,6481 8600,42553400J,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"5063 ANG MO KIO INDUSTRIAL PARK 2 
# 01 - 1365
SINGAPORE 569566",1365,,569566,6481 8600
F0013,SINGAPORE,FUSIONWELD (S) PTE LTD,6264 3881,198801198Z,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"5 KIAN TECK WAY
SINGAPORE 628733",,,628733,6264 3881
F0014,ITALY,FRASCOLD S.P.A,+39 0331 742201,,,,NET DUE,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,," Via Barbare Melzi,
#  -  
 I-20027
RESCALDINA(MI) ITALY
", ,,I-20027,+39 0331 742201
F0015,MALAYSIA,FIELDCON AUTOMATION SDN. BHD.,07-662 3845 / 07-662 3846,,,,NET 30,,Mr. Mtthew,62653822,matthew@fareastref.com.sg,,"1080 JALAN SRI PUTRI 3/1, TAMAN PUTRI KULAI,
KULAI, JOHOR JOHOR BAHRU
MALAYSIA 81000", ,,81000,07-662 3845 / 07-662 3846
F0016,SINGAPORE,FLOORSPEC PTE LTD,6484 5550,200103270H,,,NET DUE,,Bernard Teo,64845550,florspec@singnet.com.sg,,"7030 Ang Mo Kio Avenue 5
##04 - 05/06
SINGAPORE 569880
",05/06,,569880,6484 5550
F0017,SINGAPORE,FLUID-TEC ENGINEERING & TRADING PTE LTD,6265 8961,199203856E,,,NET DUE,,Ms Serene,6265 8961,,,"5 KIAN TECK WAY
SINGAPORE 628733
",,,628733,6265 8961
F0018,SINGAPORE,FUCHS LUBRICANTS PTE LTD,65588133 DID: 6558 8134,198701816N,,,NET 30,,Ms Serene,6265 8961,,,"13A TECK PARK CRESCENT , TUAS TECHPARK
SINGAPORE 637843", ,,637843,65588133 DID: 6558 8134
F0019,SINGAPORE,FREIGHT LINKS EXPRESS PTE LTD,6267 5511,198100143Z,,,NET 30,,Ms Serene,6265 8961,,,"51 PENJURU ROAD,    
# 03 - 00
FREIGHT LINK EXPRESS LOGISTICENTRE  
SINGAPORE 609143",00,,609143,6267 5511
F0020,SOUTH AFRICA,FAIRBRIDGE TECHNOLOGIES (PTY) LTD,+27 82 680 6767 / +27 11 608 0911 / +27 82881 922,,,,NET 30,,Ms Serene,6265 8961,,,"CNR GALAXY AVE & ELECTRON STR , LINBRO BUSINESS PARK,
SANDTON JOHANNESBURY
SOUTH AFRICA ", ,,,+27 82 680 6767 / +27 11 608 0911 / +27 82881 922
F0021,SINGAPORE,F & N FOODS PTE LTD,6210 8108,196700390K,,,NET 30,,Ms Serene,6265 8961,,,"214 PANDAN LOOP
SINGAPORE 128405",,,128405,6210 8108
F0022,SINGAPORE,FIRST PRICE POWER,9644 4383,53138565E,,,NET 30,,Ms Serene,6265 8961,,,"504 JURONG WEST STREET 51
#01 - 223
SINGAPORE 640504
",223,,640504,9644 4383
F0023,SINGAPORE,FILTRATION SOLUTION PTE LTD,6265 4137,,,,NET 30,,MR YAP BOON HIAN ,6265 4137,yapbhian@yahoo.com.sg,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0024,SINGAPORE,FEDERAL EXPRESS (SINGAPORE) PTE LTD,6265 4137,,,,NET DUE,,MR YAP BOON HIAN ,6265 4137,yapbhian@yahoo.com.sg,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0025,SINGAPORE,"FOSHAN RISE AUTOMOTIVE AIR CONDITIONING CO.,LTD",6265 4137,,,,NET DUE,,AUDREY CHIN,,audreychiu1985@gmail.com ,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0026,SINGAPORE,FIRETRONICS (S) PTE LTD,6265 4137,200820055C,,,NET DUE,,JOE/THIN THIN ,6784 1201,enquiry@firetronics.com.sg,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0027,SINGAPORE,FIRST AID SUPPLIES PTE LTD,6265 4137,,,,NET 30,,MS NORSIAH ,6292 0432 /6293 8857 ,sales@firstaid.com.sg,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0028,SINGAPORE,FLEXIBLE MACHINING SYSTEM (M) SDN BHD,6265 4137,209159-X,,,NET 30,,MR ISHAK,601-62066862,info@fractor-line.com,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0029,SINGAPORE,FMB TRADING AND ENGINEERING PTE LTD,6265 4137,,,,NET DUE,,OOI CNON TONG,8126 4609,OOI@FMBTNE.COM.SG,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0030,SINGAPORE,FORANCE AIR-CON & REFRIGERATION PARTS SUPPLIES PTE LTD,6265 4137,199106130W,,,NET DUE,,JUDY LEOW,6744 1288,FORANCE@SINGNET.COM.SG,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0031,SINGAPORE,FIRM HARDWARE PTE LTD,6265 4137,198901846Z,,,NET DUE,,MR GOH,6741 4188,GOHES@FIRMHARDWARE.COM.SG,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0032,SINGAPORE,FOCUS SOLUTIONS (S) PTE LTD,6265 4137,,,,NET DUE,,MR GOH,6741 4188,GOHES@FIRMHARDWARE.COM.SG,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0033,SINGAPORE,FMD 2008 PTE. LTD.,6265 4137,200801174K,,,NET DUE,,MR GOH,6741 4188,GOHES@FIRMHARDWARE.COM.SG,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0034,SINGAPORE,FENG XIANG RUBBER PARTS TRADING,6265 4137,52912273A,,,NET DUE,,EDGAR TENG,9772 7980,ENQUIRY@FENGXIANGRUBBER.COM,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
F0035,SINGAPORE,FUJIFILM BUSINESS INNOVATION SINGAPORE PTE. LTD.,6265 4137,198500962E,,,NET 30,,EDGAR TENG,9772 7980,ENQUIRY@FENGXIANGRUBBER.COM,,"52 KIAN TECK ROAD,
SINGAPORE 628789
",,,628789,6265 4137
G0001,SINGAPORE,GOLDBELL ENGINEERING PTE LTD,6861 0007/6864 0939,198003963G,,,NET 30,,Mr Raymond Lim,63163000,raymondlim@gbl.com.sg,," 18 TUAS AVENUE 10,
SINGAPORE 639142
",,,639142,6861 0007/6864 0939
G0002,SINGAPORE,GREENVIRON MARKETING (S) PTE LTD,4666418,199105584G,,,NET 30,,Mr Raymond Lim,63163000,raymondlim@gbl.com.sg,,"230 UPPER BUKIT TIMAH ROAD,   
# 01
 BUKIT TIMAH IND. COMPLEX,  
SINGAPORE 588188",,,588188,4666418
G0003,SINGAPORE,GENUINE STORE PTE LTD,2983255/2983985,197100183E,,,NET 30,,Mr Raymond Lim,63163000,raymondlim@gbl.com.sg,,"283 JALAN BESAR,
SINGAPORE 208946",,,208946,2983255/2983985
G0004,SINGAPORE,GENERAL MOTORS OVERSEAS DISTN. CORPN.,2654011,S72FC2182K,,,NET 30,,Mr Raymond Lim,63163000,raymondlim@gbl.com.sg,,"15 BENOI SECTOR, JURONG TOWN.
SINGAPORE 629849",,,629849,2654011
G0005,SINGAPORE,FLOWER SENSATION,2830900,52828995X,,,NET 30,,Mr Raymond Lim,63163000,raymondlim@gbl.com.sg,,"1/1A SIANG KUANG AVENUE
SINGAPORE 347919",,,347919,2830900
G0006,SINGAPORE,GIADA TRADING & TRANSPORT CO. PTE. LTD.,6773 6008,198000037M,,,NET 30,,MR YEO,6773 6008,,,"194 PANDAN LOOP ,PANTECH BUSINESS HUB
#01 - 16
SINGAPORE 128383
",16,,128383,6773 6008
G0007,SINGAPORE,THE GENERAL ELECTRIC COMPANY OF SINGAPORE PTE LTD,3828233,195400036Z,,,NET 30,,MR YEO,6773 6008,,,"3 TAI SENG DRIVE , GEC BUILDING 
SINGAPORE 535216", ,,535216,3828233
G0008,SINGAPORE,GROMARK PTE LTD,6747 0350,197200538W,,,NET 30,,MR YEO,6773 6008,,,"350 ORCHARD ROAD ,    
SINGAPORE 238868
",08,,238868,6747 0350
G0009,SINGAPORE,GOLDVEST TRADING PTE LTD,93081453,199302799C,,,NET 30,,MR YEO,6773 6008,,,"2 HANDY ROAD ,   
CATHAY BLDG.  
SINGAPORE 339233",,,339233,93081453
G0010,SINGAPORE,G.F. PTE. LTD.,6754 8966,197601603K,,,NET 30,,Mr. Steven Chua,67548966/6613791,gfpteltd@singnet.com.sg,,"25 TAGORE LANE , SINGAPORE G BUILDING,
#03 - 01B
SINGAPORE 787602
",01B,,787602,6754 8966
G0011,SINGAPORE,GARMCO (S) PTE LTD,6862 1011,199304064Z,,,NET 30,,WILSON,6862 1011,,,"2 TUAS BASIN LINK,
SINGAPORE 638756
",,,638756,6862 1011
G0012,SINGAPORE,GOLDBELL LEASING PTE LTD,6316 3000,199001196N,,,NET 30,,WILSON,6862 1011,,,"18 TUAS AVENUE 10,
SINGAPORE 639142
",,,639142,6316 3000
G0013,SINGAPORE,GRIPWELL FASTENING & ENGINEERING PTE LTD.,6289 6011,198700878R,,,NET 30,,MR GARY KANG  H/P: 915 94318,6289 6011,gary@gripwell.com.sg,,"10 UPPER ALJUNIED LINK,
#03 - 03/04/05
SINGAPORE 367904
",03/04/05,,367904,6289 6011
G0014,SINGAPORE,GLOBAL PRECISION ENGINEERING (S) PTE LTD,65603183,200101967C,,,NET 30,,MR GARY KANG  H/P: 915 94318,6289 6011,gary@gripwell.com.sg,,"60 BENOI ROAD,
SINGAPORE 629906", ,,629906,65603183
G0015,MALAYSIA,GROSHEN PARTS SYSTEM (M) SDN BHD,6012- 281 2552,,,,NET 30,,MR BOON   h/p: 012-281 2552,6012-281 2552,ys_groshencorp@live.com ,," NO. 21, JALAN DAMAI KASIH 7, ALAM DAMAI,
CHERAS 56000 KUALA LUMPUR. MALAYSIA
 56000
KUALA LUMPUR MALAYSIA
",,,56000,6012- 281 2552
G0016,MALAYSIA,GIADA TRADING & TRANSPORT (M) SDN. BHD.,03-8943-688,,,,NET 30,,MR BOON   h/p: 012-281 2552,6012-281 2552,ys_groshencorp@live.com ,,"41 JALAN DESA SERDANG 3,
DESA SERDANG, SELANGOR
MALAYSIA 43300", ,,43300,03-8943-688
G0017,SINGAPORE,GOLFHUB INTERNATIONAL PTE LTD,6536 6632,200721040G,,,NET 30,,MR BOON   h/p: 012-281 2552,6012-281 2552,ys_groshencorp@live.com ,,"15 NEW BRIDGE ROAD , ROCHA HOUSE
SINGAPORE ", ,,,6536 6632
G0018,SINGAPORE,G LINK EXPRESS LOGISTICS (SINGAPORE) PTE LTD,6532 7088,200307186E,,,NET 30,,MR RICHARD LEE  H/P: 9842 7888,6532 7088,richard@glinksingapore.com,,"162 BUKIT MERAH CENTRAL 
SINGAPORE 150162
",,,150162,6532 7088
G0019,SINGAPORE,GOLDPLUS CONSTRUCTION PTE LTD,6567 9338,200806335C,,,NET 30,,MR RICHARD LEE  H/P: 9842 7888,6532 7088,richard@glinksingapore.com,,"351 JURONG EAST ST 31,
# 01
SINGAPORE 600351",,,600351,6567 9338
G0020,SINGAPORE,GLOBAL METAL INTERNATIONAL PTE LTD,6577 1818/28,200208244Z,,,NET 30,,Ms Mona,6577 1806,aifen@globalmetal.com.sg,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0021,SINGAPORE,G. S. AUTO SUPPLY PTE LTD,6577 1818/28,,,,NET DUE,,Chee Wah,"62932064, 62932065, 62932066",cheewah@gsauto.com.sg ,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0022,SINGAPORE,GM SOUND PTE LTD**,6577 1818/28,,,,NET DUE,,Chee Wah,"62932064, 62932065, 62932066",cheewah@gsauto.com.sg ,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0023,SINGAPORE,GLOBEX ALLIANCE MARKETING PTE LTD,6577 1818/28,,,,NET DUE,,MS JUNE ,,,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0024,SINGAPORE,GAVAN PRODUCTS (SINGAPORE) P L,6577 1818/28,,,,NET DUE,,Mr Teo Kok Beng ,9672 5345,,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0025,SINGAPORE,GLOBAL BARRELS INDUSTRIES PTE LTD,6577 1818/28,201026139H,,,NET DUE,,JAME ONG ,6262 0671/9114 9998,Jamesong@globalbarrels.com.sg ,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0026,SINGAPORE,GEODIS SINGAPORE PTE LTD,6577 1818/28,,,,NET 30,,MARWIYAH HARBER,6592 8747, marwiyah.harber@sg.geodiswilson.com,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0027,SINGAPORE,GHIM CHEONG ENT PTE LTD,6577 1818/28,198803296E,,,NET 30,,TIFFANY,68638298,tiffany@liancheong.com.sg ,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0028,SINGAPORE,GUSTAV PFOHL GMBH,6577 1818/28,,,,NET DUE,,Ingrid Lackermeier,,i.lackermeier@gupfo.com,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0029,SINGAPORE,"GUANGZHOU JIANGUANG LIGHTING CO., LTD",6577 1818/28,,,,NET DUE,,LEMAY,86-20-36777677      ,gzjgled02@driving-light.cn,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0030,SINGAPORE,GFS INNOVATION (2006) PTE LTD,6577 1818/28,200814661E,,,NET DUE,,REBECCA FONG (MS),9189 9908,rebecca@gfsfilter.com,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0031,SINGAPORE,GLOBAL TECHNOLOGY INTEGRATOR PTE LTD,6577 1818/28,200715254Z,,,NET 30,,MARK,9176 6768,mark@gripl.biz,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0032,SINGAPORE,GREEN TECH REFRIGERATION PTE LTD,6577 1818/28,,,,NET DUE,,"GUAN CHEANG ,ANG ",6567 1110,agc@greentechref.com.sg,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0033,SINGAPORE,GOWELL LOGISTICS SVS PTE LTD,6577 1818/28,200804376K,,,NET 30,,"GUAN CHEANG ,ANG ",6567 1110,agc@greentechref.com.sg,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0034,SINGAPORE,GIDEON INSURANCE AGENCIES PTE LTD,6577 1818/28,198701871R,,,NET DUE,,"GUAN CHEANG ,ANG ",6567 1110,agc@greentechref.com.sg,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0035,SINGAPORE,GIRAM U.K. LTD T/A Q'STRAINT,6577 1818/28,2835506,,,NET DUE,,PAOLO SBALZER,+39 349 558 3248,PSBALZER@GSTRAINT.CO.UK,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0036,SINGAPORE,GARLIN PTE LTD,6577 1818/28,197602597K,,,NET 30,,WINSON / CHUNGLIAN,,winsonlin@garlin.com.sg / chunglian@garlin.com.sg,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0037,SINGAPORE,GUAN LEE HARDWARE PTE LTD,6577 1818/28,199906007K,,,NET DUE,,MR TOR WEI TACK,,SALES@GUANLEE.COM.SG,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
G0038,SINGAPORE,GLORREICH SINGAPORE PTE. LTD,6577 1818/28,200508062E,,,NET DUE,,STELLA MOH,81010179,STELLA@GLORREICH.COM.SG,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
H00001,SINGAPORE,HWEE JAN (S) PTE LTD,6577 1818/28,199201209N,,,NET 30,,STELLA MOH,81010179,STELLA@GLORREICH.COM.SG,,"21 TUAS SOUTH STREET 1,
SINGAPORE 638032
",,,638032,6577 1818/28
H0001,SINGAPORE,HOYA UPHOLSTERY,6261 0002,31338000K,,,NET 30,,Frankie,,hoyaupho@hotmail.com,," 27A BLOCK 5,JURONG PORT ROAD,
#01 - 22
SINGAPORE 619101
",22,,619101,6261 0002
H0002,SINGAPORE,HIGHLINE ENTERPRISE PTE LTD,6296 0714 / 0715,198305575G,,,NET 30,,M/S: Evelyn,62960714,komuratc@gmail.com,,"681 RACE COURSE ROAD,
#01 - 313
SINGAPORE 210681
",313,,210681,6296 0714 / 0715
H0003,SINGAPORE,HIN SOON WHATT BATTERY SERVICE,2657530,35752700C,,,NET 30,,M/S: Evelyn,62960714,komuratc@gmail.com,,"5 PIONEER ROAD NORTH,
#01 - 28
SINGAPORE 628458
",28,,628458,2657530
H0004,SINGAPORE,HANKYU INTERNATIONAL TRANSPORT (S) PTE LTD,543-0933,199000103K,,,NET 30,,M/s: Ashley,+65 6741-1066,sales@hyhenterprise.com.sg,," BOX 620 CHANGI AIRFREIGHT CENTRE
SINGAPORE 918104
",,,918104,543-0933
H0005,SINGAPORE,HWEE JAN AIR-CONDITIONING & ENGINEERING PTE LTD,8622568,198702911K,,,NET 30,,M/s: Ashley,+65 6741-1066,sales@hyhenterprise.com.sg,,"71-A JOO KOON CIRCLE, JURONG IND. ESTATE
SINGAPORE 629089", ,,629089,8622568
H0006,SINGAPORE,HUMMING FLOWERS & GIFTS PTE LTD,68442222,200723806K,,,NET 30,,M/s: Ashley,+65 6741-1066,sales@hyhenterprise.com.sg,,"21 UBI ROAD 1,
#03 - 01
SINGAPORE 408724
",01,,408724,68442222
H0007,,NO SUCH VENDOR,,,,,NET 30,,M/s: Ashley,+65 6741-1066,sales@hyhenterprise.com.sg,,,,,,
H0008,SINGAPORE,HOE HUAT HARDWARE (S) PTE LTD,6264 0228,199207020K,,,NET 30,,K.P.WONG ,62640228,wang@hoehuat.com,,"25 PIONEER ROAD NORTH
#01 - 128
SINGAPORE 628469
",128,,628469,6264 0228
H0009,SINGAPORE,HWEE JAN AUTO AIR-CONDITION CO.,,22313500C,,,NET 30,,K.P.WONG ,62640228,wang@hoehuat.com,,"82 JOO KOON CIRCLE
SINGAPORE 629101",,,629101,
H0010,SINGAPORE,HIAP SENG & CO PTE LTD,299 9808,197602587W,,,NET 30,,K.P.WONG ,62640228,wang@hoehuat.com,,"113 KING GEORGE'S AVE
# 01 - 02
SINGAPORE 208560",02,,208560,299 9808
H0011,SINGAPORE,HUP HONG MACHINERY (S) PTE LTD**,6296 7711,.,,,NET DUE,,MR KWANG CHEE HWEE  H/P: 9776 7459,6296 7711,chkwang@huphong.com.sg,,"101 KITCHENER ROAD, JALAN BESAR PLAZA
#01 - 12/14
SINGAPORE 208511
",12/14,,208511,6296 7711
H0012,SINGAPORE,HIGH FREQUENCY UPHOLSTERY ENTERPRISES,62617666,52831254E,,,NET 30,,MR KWANG CHEE HWEE  H/P: 9776 7459,6296 7711,chkwang@huphong.com.sg,,"5 JURONG PORT ROAD
# 01
SINGAPORE 619101",,,619101,62617666
H0013,SINGAPORE,HUP HUAT ELECTRIC SUPPLIES (PTE.) LTD,6292 5430,198500069K,,,NET 30,,MR KWANG CHEE HWEE  H/P: 9776 7459,6296 7711,chkwang@huphong.com.sg,,"19 DICKSON ROAD
SINGAPORE 209503",,,209503,6292 5430
H0014,SINGAPORE,HEAT SENSOR ENGINEERING PTE LTD,67790228,,,,NET 30,,CHRIS,6779 0228,,,"67 AYER RAJAH CRESCENT ,   
#07 - 01
SINGAPORE 139950
",01,,139950,67790228
H0015,SINGAPORE,HOYA FLORA & HAMPERS,6222 2223,43227300W,,,NET 30,,CHRIS,6779 0228,,,"17/17A/17B NEIL ROAD,
SINGAPORE 088812
",,,088812,6222 2223
H0017,SINGAPORE,HPH TECHNOLOGIES PTE LTD,6752 8052,199303822G,,,NET 30,,SAN THU,6752 8052,,,"2 WOODLANDS SECTOR 1,   
SINGAPORE 738068
",,,738068,6752 8052
H0019,SINGAPORE,HONG HOCK HARDWARE PTE LTD,6922 3882,198304321N,,,NET DUE,,TERENCE LOW,9088 1914,terence@honghock.com.sg,," 19 GUL CRESCENT,
SINGAPORE 629528
",,,629528,6922 3882
H0020,SINGAPORE,HOME LOVERS WALLPAPER CENTRE,6294 5411,36175900B,,,NET 30,,TERENCE LOW,9088 1914,terence@honghock.com.sg,,"2 KALLANG AVE ,    
# 09
KALLANG BAHRU COMPLEX   
SINGAPORE 339407",,,339407,6294 5411
H0021,SINGAPORE,HOE HENG PRIVATE LIMITED,6898 5566,200407109Z,,,NET 30,,M/s: Noni,68985566,noni@hoeheng.com.sg,,"7 PIONEER PLACE
SINGAPORE 627824
",,,627824,6898 5566
H0022,SINGAPORE,HEATSENSOR ENGRG PTE LTD,67790228,200005346Z,,,NET 30,,M/s: Noni,68985566,noni@hoeheng.com.sg,,"67 AYER RAJAH CRESCENT
# 07 - 01
SINGAPORE ",01,,,67790228
H0023,GERMANY,HOCKER  GMBH,+49-54 07/89 0-111,,,,NET 30,,M/s: Noni,68985566,noni@hoeheng.com.sg,,"WERNHER ¡§C V .- BRAUN-STR. 6
Wallenhorst Fon WALLENHORST
GERMANY ",,,,+49-54 07/89 0-111
H0024,SINGAPORE,HIAB PTE LTD,6861 8600,199404157W,,,NET 30,,M/s: Noni,68985566,noni@hoeheng.com.sg,,"2 GUL STREET 4
SINGAPORE ",,,,6861 8600
H0025,SINGAPORE,HENKEL SINGAPORE PTE LTD,6266 0100,198304615H,,,NET 30,,CHUA KIAN KOK,62660100 / HP. 98284240 ,kiankok.chua@henkel.com,,"401 COMMONWEALTH DRIVE,  
HAW PAR TECHNO CENTRE
#03 - 01/02
SINGAPORE 149598
",01/02,,149598,6266 0100
H0026,SINGAPORE,"HUP SENG MOTOR(S) CO., PTE.LTD",6756 2321/6525/4656,197100004Z,,,NET 30,,CHUA KIAN KOK,62660100 / HP. 98284240 ,kiankok.chua@henkel.com,,"20 WOODLANDS LINK ,    
# 01 - 014
WOODLANDS EAST IND.ESTATE  
SINGAPORE 738733",014,,738733,6756 2321/6525/4656
