code,name,country,phone,uen,customer_type,address_location,address_unit_no,address_postal_code,address_office_number,poc_first_name,poc_last_name,email,credit_term
C0089,COBS PTE LTD,SINGAPORE,65675522,200702568M,Individual Owner,"28 TEBAN GARDENS CRESCENT
SINGAPORE 608926
",,608926,9684 1229,MR MELVIN,,,NET DUE
C0090,CRAFS EQUIPMENT MALAYSIA SDN BHD,SINGAPORE,65675522,,Individual Owner,"28 TEBAN GARDENS CRESCENT
SINGAPORE 608926
",,608926,9684 1229,MR MELVIN,,,NET DUE
C0091,CHARTERED ASIA TECHNOLOGY ENTERPRISE PTE LTD,SINGAPORE,65675522,200003210H,Individual Owner,"28 TEBAN GARDENS CRESCENT
SINGAPORE 608926
",,608926,9684 1229,MR MELVIN,,,NET DUE
C0092,CULTURED GREENS PTE LTD,SINGAPORE,62681616    JOANNE,200700940E,,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET 30
C0093,CYCLE & CARRIAGE FRANCE PTE LIMITED,SINGAPORE,62681616    JOANNE,200609327M,,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET DUE
C0094,CG FOOD PTE LTD,SINGAPORE,62681616    JOANNE,200815556H,Individual Owner,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET 30
C0095,CYCLE & CARRIAGE FRANCE  PTE LTD,SINGAPORE,62681616    JOANNE,200609327M,Individual Owner,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET DUE
C0096,CARLTON HOTEL (SINGAPORE) PTE LTD,SINGAPORE,62681616    JOANNE,197201840D,Individual Owner,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET 30
C0098,CHIANG YEE KAI (VINCENT),SINGAPORE,62681616    JOANNE,,Distributor,"16A CHIN BEE AVENUE
SINGAPORE 619945
",,619945,9684 1229,MR MELVIN,,,NET 30
C0099,COBHAM SURVEILLANCE (MMI RESEARCH PRODUCTS),SINGAPORE,6515 8806,200713588M,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0100,CYCLE & CARRIAGE - FULCO MOTOR DEALER PTE LTD,SINGAPORE,6515 8806,199707303Z,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0101,CHUAN HAI TRADING,SINGAPORE,6515 8806,53129992M,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0102,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,SINGAPORE,6515 8806,199202625K,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0103,CREATIVE FOOD CONCEPT PTE LTD,SINGAPORE,6515 8806,200303889N,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0104,CHOON TECK POULTRY,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0105,COE AUTOMOTIVE PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0106,CLASSIC CAKES PTE LTD,SINGAPORE,6515 8806,200414970R,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0107,CHERN AUTOCARE PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0108,CHING CHING HENG,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0109,CONTINENT PROJECTS TECHNOLOGIES PTE. LTD.,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0110,COTTON BLEU,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0111,CHEW JIUNN SONG,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0112,CHANGI GENERAL HOSPITAL,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0113,CHUAN CHIP SENG TRADING PTE LTD,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0114,CHENG HOE MOTOR PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0115,CENTURY MARINE SUPPLY PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0116,CONVICE AUTO PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0117,CHONG PANG HUAT HOLDINGS PTE LTD,SINGAPORE,6515 8806,201104012G,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0118,CORROTEC PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0119,CV.INDONICO PUTRA,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0120,CANTON PARADISE PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0121,CHIN GUAN HONG (S) PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0122,CHU HOE HIN TRADING PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0123,CHUAN ENG POULTRY SUPPLIES,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0124,CHOP NAM HUAT,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0125,CHUA PUAY KEE,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0126,CHUAN HONG SENG TRADING,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0127,CADBURY ENTERPRISES PTE LTD,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0128,CHINO ENGINEERING CONSTRUCTION PTE LTD,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0129,CLARENCE LIAW,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0130,CHANCE AIRCON SERVICES PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0131,CREAM OF CREAM (S) PTE LTD,SINGAPORE,6515 8806,201001942D,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0132,COIL TECH STEEL PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0133,CARZBOND,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0134,CAPITALAND RETAIL MANAGEMENT PTE LTD (AS MANAGING AGENT FOR SINGPORE SPORTS COUNCIL),SINGAPORE,6515 8806,199202169M,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0135,CHOON HIN STAINLESS STEEL PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0136,CANBERRA CCC,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0137,CRYSTAL JADE CULINARY CONCEPTS HOLDING,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0138,CWT LOGISTICS PTE LTD,SINGAPORE,6515 8806,200306952D,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0139,COOLMAN REFRIGERATION PTE LTD,SINGAPORE,6515 8806,201312039C,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0140,CV. INDONICO PURA,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0141,CV.CHRISMAN MITRAMADYA,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0142,CAR TEAM PTE LTD,SINGAPORE,6515 8806,201113138N,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0143,COOLMAN REFRIGERATION PTE LTD (CONSIGNMENT),SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0144,CREATIVE EATERIES PTE LTD,SINGAPORE,6515 8806,199605714E,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0145,COBHAM TCS PTE LTD,SINGAPORE,6515 8806,200713588M,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0146,CYCLE & CARRIAGE INDUSTRIES PTE LTD (SERVICE CENTRE),SINGAPORE,6515 8806,196400367W,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0147,CHUAN BEE (ASIA) TRADING PTE LTD,SINGAPORE,6515 8806,201007504N,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0148,CAUSEWAY PAINT PTE LTD,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0149,CROWN PACIFIC INVESTMENTS PRIVATE LIMITED,SINGAPORE,6515 8806,200818748R,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0150,CP KELCO SINGAPORE PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0151,C & D ALUMINIUM PTE LTD,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0152,CHUNG HWA FOOD INDUSTRIES PTE LTD,SINGAPORE,6515 8806,197401791K,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0153,CELLARMASTER WINES (SINGAPORE) PTE LTD,SINGAPORE,6515 8806,199101526G,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0154,COFFEE BANDITS,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0155,CELLMORE (S) PTE LTD,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0156,CHAOYING COMPANY PTE LTD,SINGAPORE,6515 8806,200210752K,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0157,CREATIVE BEVERAGE DISPENSER PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0158,CARS & COMMERCIAL PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0159,CHUA & HUA TRANSPORT PTE LTD,SINGAPORE,6515 8806,199406761E,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0160,"CYCLE & CARRIAGE AUTOMOBILE MYANMAR CO., LTD.",SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0161,CARVILLE PTE LTD,SINGAPORE,6515 8806,201128936H,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0162,CRESCENT FOODS PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0163,CAT & THE FIDDLE PTE LTD,SINGAPORE,6515 8806,201427345W,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0164,COOL MAN TECHNOLOGIES,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0165,CHOZ CONFECTIONERY PTE LTD,SINGAPORE,6515 8806,201429315M,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0166,CAPRI BY FRASER CHANGI CITY SINGAPORE,SINGAPORE,6515 8806,53216816W,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0167,CHEW'S AGRICULTURE PTE LTD,SINGAPORE,6515 8806,198703198H,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0168,CRYSTAL OFFSHORE PTE LTD,SINGAPORE,6515 8806,200511585Z,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0169,CHOCOLATE ORIGIN (PTE) LTD,SINGAPORE,6515 8806,201200519N,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0170,WOON MENG MOTOR PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0171,CAR (S) PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0172,CYS AUTOMOBILE SERVICES PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0173,CHIN HUA MOTORCARE PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0174,CHIKUYOTEI SINGAPORE PTE LTD,SINGAPORE,6515 8806,199004213D,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0175,C S MARINE & ENGINEERING PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0176,CK SEAFOOD PTE LTD,SINGAPORE,6515 8806,200412555N,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0177,COMMONWEALTH FOOD SERVICES PTE LTD,SINGAPORE,6515 8806,,Distributor,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0178,COSS FOOD MARKETING PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0179,CHUAN YANG JI MUTTON SOUP STEAMBOAT PTE LTD,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0180,CPM LINK MARKETING,SINGAPORE,6515 8806,53290852W,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0181,CRYSTAL JADE FOOD MANUFACTURING PTE LTD,SINGAPORE,6515 8806,199705164E,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0182,COLLYER LOGISTICS (S) PTE LTD,SINGAPORE,6515 8806,200005287G,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0183,RECALL TOTAL INFORMATION MANAGEMENT PTE LTD,SINGAPORE,6515 8806,,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0184,CHEE FATT CO. PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0185,CLEANVISION,SINGAPORE,6515 8806,53052517L,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0186,CHUAN SENG HUAT EGGS PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0187,COOL LINK FOOD SUPPLY PTE LTD,SINGAPORE,6515 8806,201543903G,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0188,CHIN HUAT LIVE SEAFOOD RESTAURANT,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0189,CONVINCE AUTO PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0190,CHONG BUTCHERY,SINGAPORE,6515 8806,53265526E,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0191,CARZ AUTO SERVICES PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0192,CHAI HUAT TRADING PTE LTD,SINGAPORE,6515 8806,200919263N,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0193,CAUSEWAY PACIFIC BUSINESS PTE LTD,SINGAPORE,6515 8806,201526910Z,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0194,CHWM PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0195,COFFEE HIVE HOLDINGS PTE LTD,SINGAPORE,6515 8806,201418069C,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0196,CITY AUTO PTE LTD,SINGAPORE,6515 8806,,,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0197,CARGILL ASIA PACIFIC HOLDINGS PTE LTD,SINGAPORE,6515 8806,200401312G,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET 30
C0198,CHR.HANSEN SINGAPORE PTE LTD,SINGAPORE,6515 8806,,Manufacturer,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0199,COLD CARE SDN BHD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0200,CYCLE AND CARRIAGE KIA PTE LTD,SINGAPORE,6515 8806,199405410K,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0201,CROWN PACIFIC BEVERAGE PTE LTD,SINGAPORE,6515 8806,201408129G,Fleet Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0202,COCONUT PRESS HOLDING PTE LTD,SINGAPORE,6515 8806,,Individual Owner,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
C0203,CHIN NAM HUP KEE MOTOR WORKS PTE LTD,SINGAPORE,6515 8806,,Service Workshop,"42 TOH GUAN ROAD, EAST ENTERPRISE HUB
#01 - 73
SINGAPORE 608583
",73,608583,9684 1229,MR MELVIN,,,NET DUE
