code,origin_store_id,destination_store_id,product_id_in,adjustment_in,type_in,product_id_out,adjustment_out,type_out,reason_in
1380,ST,TL,B2A41,5,Goods Receipt,B2A41,-2,Item Transfer,REFER TO VEC NO:YL4058-HJ-039
1351,ST,TL,B2A41,5,Goods Receipt,B2A41,-1,Item Transfer,REFER TO VEC NO:YM3331...HJ020
1823,ST,WD,B2A41,5,Goods Receipt,B2A41,-2,Item Transfer,ISSUE TO NORTHLINK ON 18/09/12
160,ST,TL,B2A60,15,Goods Receipt,B2A60,-1,Item Transfer,REFER TO VEC NO:GV8134..YM5369..YL1993
187,ST,WD,B2A60,15,Goods Receipt,B2A60,-10,Item Transfer,ISUUE TO NORTHLINK
254,ST,TL,B2A60,15,Goods Receipt,B2A60,-1,Item Transfer,SVS DEPT VEH NO: YJ7722 & YM617
217,ST,TL,B2A60,15,Goods Receipt,B2A60,-1,Item Transfer,SVS DEPT VEH NO : YM273
264,ST,TL,B2A60,15,Goods Receipt,B2A60,-1,Item Transfer,REFER TO VEC NO:YL8169...YL8169
468,ST,TL,B2A56,5,Goods Receipt,B2A56,-1,Item Transfer,REFER TO VEC NO:YJ9608..WB918
447,ST,TL,B2A56,5,Goods Receipt,B2A56,-1,Item Transfer,REFER TO VEC NO:YK6258..MOLLY
663,ST,TL,B2A56,5,Goods Receipt,B2A56,-1,Item Transfer,REFER TO VEC NO:YM4775
589,ST,TL,B2A56,5,Goods Receipt,B2A56,-1,Item Transfer,SVS VEH YK6594
4611,TL,ST,SG90L-4,1,Item Transfer,SG90L-4,-1,Item Adjustment,TAKE BACK FROM FARHAN--LAST TIME  ISSUE UNDER WARRANTY TO PRODUCTION...SETTING PROBLEM
185,ST,TL,CC-2011E,3,Goods Receipt,CC-2011E,-1,Item Transfer,"SVS DEPT VEH NO : YN424,YM801R,YK1361"
215,ST,TL,CC-2011E,3,Goods Receipt,CC-2011E,-1,Item Transfer,SVS DEPT VEH NO : YN424
4611,TL,ST,SSA352F043,10,Item Transfer,SSA352F043,-2,Item Adjustment,TAKE BACK FROM FARHAN--LAST TIME  ISSUE UNDER WARRANTY TO PRODUCTION...SETTING PROBLEM
4612,ST,WD,204700,10,Item Transfer,204700,-2,Item Adjustment,ISSUE TO NORTHLINK ON 04/09/14
4496,ST,TL,CDC6CACABLETIE100X2.4,5,Item Transfer,CDC6CACABLETIE100X2.4,-5,Item Adjustment,REFER TO VEC NO:YL6992-HJ-2194-TAKEN BY RAJA
4747,ST,WD,F4-FN068,40,Goods Receipt,F4-FN068,-2,Item Adjustment,ISSUE TO NORTHLINK ON 20/05/15
4004,ST,TL,F4-FN068,40,Goods Receipt,F4-FN068,-2,Item Transfer,REFER TO VEC NO:LRT5-HJ-1837-TAKEN BY JOHNSON(UNDER HS)
4395,TL,ST,PCRORE4,18,Goods Return,PCRORE4,-10,Item Adjustment,REFER TO VEC NO:GQ2658-HJ-2136-TAKEN BY RAJA-RETURN
4533,ST,TL,BAHORU-RED,20,Goods Receipt,BAHORU-RED,-7,Item Adjustment,REFER TO VEC NO:YK7235HJ-2223-TAKEN RAJA
319,ST,TL,BAHORU-RED,20,Goods Receipt,BAHORU-RED,-4,Item Transfer,TAV R2
4610,ST,WD,B2B60,3,Goods Receipt,B2B60,-1,Item Adjustment,ISSUE TO NORTHLINK ON 26/08/14
4691,ST,TL,AAALFLBA-76.2X6MMX4.88M,5,Goods Receipt,AAALFLBA-76.2X6MMX4.88M,-5,Item Adjustment,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET ON 02/02/2015
129,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,REFER TO VEC NO:YL3004...YL5132
262,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,REFER TO VEC NO:XD4660...GV7975
276,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,"REFER TO VEC NO:YL2876..YL9110,,YM5208"
55,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,REFER TO VEC NO:YN1130
150,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,REFER TO VEC NO:YM5401...YL2990
192,ST,TL,F5-TU73-O,30,Goods Receipt,F5-TU73-O,-1,Item Transfer,REFER TO VEC NO:YL5835
2044,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YK2512-HJ-459-TAKEN BY RAJA
2117,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:?YN2841-HJ-514-TAKEN BY RAJA
3650,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YK413-HJ-1597-TAKEN BY RAJA
4790,GB,ST,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-1,Item Adjustment,FOR MRU PO:3697 CP-1712
438,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YL1595
782,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YJ9327
2311,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO: YK8352HJ-613-TAKEN BY RAJA
4070,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YK7565-HJ-1884-TAKEN BY RAJA
5296,ST,WD,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-1,Item Adjustment,ISSUE TO NORTHLINK ON 07/08/17
4171,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YM5502HJ-1955-TAKEN BY RAJA
4406,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,REFER TO VEC NO:YL890-HJ-2147-TAKEN BY RAJA
443,ST,TL,R3-MSH-901-H,72,Item Adjustment,R3-MSH-901-H,-4,Item Transfer,ISSUED TO THIS VECHL NO:YL8772
4474,ST,TL,"H1handle8""",100,Goods Receipt,"H1handle8""",-6,Item Adjustment,REFER TO VEC NO:gz6816-HJ-2183-TAKEN BY RAJAN
5297,ST,TL,B36202-2RS,10,Goods Receipt,B36202-2RS,-1,Item Adjustment,ISSUE TO EDWIN-E2-B415ES24FG -3 SETS ON 16/08/2017
408,ST,TL,F4-FN058,50,Goods Receipt,F4-FN058,-1,Item Transfer,REFER TO VEC NO:YK7481
4463,ST,WD,F4-FN058,50,Goods Receipt,F4-FN058,-13,Item Adjustment,ISSUE TO NORTHLINK ON 05/04/14
240,ST,TL,F4-FN058,50,Goods Receipt,F4-FN058,-4,Item Transfer,SVS DEPT VEH NO: YK536
234,ST,TL,F4-FN058,50,Goods Receipt,F4-FN058,-4,Item Transfer,SVS DEPT VEH NO: YM617
5283,TL,ST,B2B55,2,Item Transfer,B2B55,-2,Item Adjustment,REFER TO ASSEMBLY NO:50302--E2-A415ES24FG -2SET -14/07/2017
4496,ST,TL,BBSB12V-8671,29,Item Transfer,BBSB12V-8671,-29,Item Adjustment,REFER TO VEC NO:YL6992-HJ-2194-TAKEN BY RAJA
871,ST,TL,B36308-2RS,5,Goods Receipt,B36308-2RS,-1,Item Transfer,REFER TO VEC NO:YM431
1197,ST,TL,B36308-2RS,5,Goods Receipt,B36308-2RS,-1,Item Transfer,REFER TO VEC NO:YL5203
4612,ST,WD,447600-8080,1,Item Transfer,447600-8080,-1,Item Adjustment,ISSUE TO NORTHLINK ON 04/09/14
83,ST,TL,BAHORU-BLACK,16,Goods Receipt,BAHORU-BLACK,-2,Item Transfer,SVS DEPT VEH NO :YM4162
200,ST,TL,BAHORU-BLACK,16,Goods Receipt,BAHORU-BLACK,-2,Item Transfer,PROJECT DEPT :YM3894 C4
198,ST,TL,B2A53,10,Goods Receipt,B2A53,-1,Item Transfer,REFER TO VEC NO:;YM6764..GW6562..YK1361..YN907..YM5656
114,ST,TL,B2A53,10,Goods Receipt,B2A53,-1,Item Transfer,REFER TO VEC NO:GBA7290
222,ST,TL,B2A53,10,Goods Receipt,B2A53,-1,Item Transfer,"SVS DEPT VEH NO :YK3763,YJ9530,YM9710,YN1103,YM9733"
166,ST,TL,B2A53,10,Goods Receipt,B2A53,-1,Item Transfer,REFER TO VEC NO:YJ3884...YK2880..YN352P
187,ST,WD,B2A53,10,Goods Receipt,B2A53,-5,Item Transfer,ISUUE TO NORTHLINK
4450,ST,TL,31A0420200,1,Goods Receipt,31A0420200,-1,Item Adjustment,REFER TO VEC NO:YJ9576-HJ-2172 TAKEN BY AH KENG
4612,ST,WD,SSA925C051C,8,Item Adjustment,SSA925C051C,-6,Item Adjustment,ISSUE TO NORTHLINK ON 04/09/14
4725,ST,TL,SFMISW,1,Item Adjustment,SFMISW,-1,Item Adjustment,ISSUE TO EDWIN E2A415ES12FG-5 SETS 07/04/2015
4496,ST,TL,AAALANBA-38X38X2MMMF,20,Goods Receipt,AAALANBA-38X38X2MMMF,-20,Item Adjustment,REFER TO VEC NO:YL6992-HJ-2194-TAKEN BY RAJA
4610,ST,WD,B2A53,5,Goods Receipt,B2A53,-2,Item Adjustment,ISSUE TO NORTHLINK ON 26/08/14
282,ST,TL,ACA218C401,6,Goods Receipt,ACA218C401,-1,Item Transfer,"REFER TO VEC NO""YL2876"
5713,TL,ST,550253,1,Item Transfer,550253,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
5714,TL,ST,38883,1,Item Transfer,38883,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
5715,TL,ST,45514,1,Item Transfer,45514,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
5715,TL,ST,45592,1,Item Transfer,45592,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
5717,TL,ST,70402,1,Item Transfer,70402,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
5717,TL,ST,70405,1,Item Transfer,70405,-1,Item Transfer,STOCK TRANFER BACK FROM SHOWROOM
1419,ST,TL,01-3102-2103,6,Goods Receipt,01-3102-2103,-1,Item Transfer,ISSUE TO CYCLE & CARRIAGE ON 17/07/12
4537,TL,ST,GAC18-CG,10,Goods Receipt,GAC18-CG,-1,Item Adjustment,REFER TO ASSEMBLY NO:50139-E2-A415ES24FG-1SET
5480,TL,ST,ACA272C064,6,Item Adjustment,ACA272C064,-1,Item Adjustment,AS PER REQUESTED BY Jaysie Chew E MAIL ON 10/11/2018
5499,TL,ST,ACA272C064,6,Item Adjustment,ACA272C064,-4,Item Adjustment,REFER TO ASSEMBLY NO:50360-E2-C415ES24FG-1SET-15/12/2018
221,TL,ST,KHC-19,1,Item Transfer,KHC-19,-1,Item Transfer,SVS DEPT VEH NO : YJ3884 TRANSFER BACK DUE PURCHASE BY KATE
391,ST,TL,B1TD2570-401,2,Item Transfer,B1TD2570-401,-2,Item Transfer,REFER TO VEC NO:YM431
1144,ST,TL,FDOIFI-C1012,4,Goods Receipt,FDOIFI-C1012,-1,Item Transfer,REFER TO VEC NO:YK5450
1148,ST,TL,FDOIFI-C1012,4,Goods Receipt,FDOIFI-C1012,-1,Item Transfer,REFER TO VEC NO:YK6594
676,ST,TL,FDOIFI-C1012,4,Goods Receipt,FDOIFI-C1012,-1,Item Transfer,REFER TO VEC NO:YK4488
1695,ST,TL,HC4/83900BSF,2,Item Adjustment,HC4/83900BSF,-1,Item Transfer,REFER TO VEC NO:YL6519 -HJ-235-TAKEN BY RAJA
236,ST,TL,HC4/83900BSF,2,Item Adjustment,HC4/83900BSF,-1,Item Transfer,SVS DEPT VEH NO : YK6412
4551,ST,TL,N32U0079,1,Item Transfer,N32U0079,-1,Item Adjustment,REFER TO VEC NO:YK3152-HJ-2049-TAKEN BY RAJA
272,TL,ST,CITEE-1/4,1,Item Transfer,CITEE-1/4,-1,Item Transfer,RETURN TO STORE...REFER TO TRANFER ID:223..240
5097,ST,WD,BBBLHA-H4-12V,5,Goods Receipt,BBBLHA-H4-12V,-2,Item Adjustment,ISSUE TO NORTHLINK ON 30/08/16
252,ST,TL,BBBLHA-H4-12V,5,Goods Receipt,BBBLHA-H4-12V,-1,Item Transfer,REFER TO VEC NO:GU6187
450,ST,TL,BBSB24V-6652,20,Goods Receipt,BBSB24V-6652,-2,Item Transfer,REFER TO VEC NO:YK2620
350,ST,TL,BBSB24V-6652,20,Goods Receipt,BBSB24V-6652,-15,Item Transfer,ISSUE TO NORTHLINK ON 13/01/12
4593,ST,TL,AAALFLBA-25X3MMX6MTR,20,Goods Receipt,AAALFLBA-25X3MMX6MTR,-20,Item Adjustment,ISSUE  TO EDWIN-E2-A415ES24FG -5 SET on 26/07/2014
265,TL,ST,B2B53,2,Item Transfer,B2B53,-1,Item Transfer,SVS DEPT VEH NO : YL1470 TRANSFER BACK
4551,ST,TL,F4-FN014,8,Item Transfer,F4-FN014,-8,Item Adjustment,REFER TO VEC NO:YK3152-HJ-2049-TAKEN BY RAJA
269,TL,ST,E223016W,1,Item Transfer,E223016W,-1,Item Transfer,RETURN TO STORE
279,ST,TL,B2B60,10,Goods Receipt,B2B60,-1,Item Transfer,REFER TO VEC NO:YL6760..YL5674
695,ST,TL,B2B60,10,Goods Receipt,B2B60,-1,Item Transfer,REFER TO VEC NO:YL1729
946,ST,WD,B2B60,10,Goods Receipt,B2B60,-2,Item Transfer,ISSUE TO NORTHLINK ON 09/05/12
918,ST,TL,B2B60,10,Goods Receipt,B2B60,-1,Item Transfer,REFER TO VEC NO:YL5674
350,ST,TL,B2B60,10,Goods Receipt,B2B60,-3,Item Transfer,ISSUE TO NORTHLINK ON 13/01/12
461,ST,TL,HCHOCLSMALL,50,Goods Receipt,HCHOCLSMALL,-4,Item Transfer,REFER TO VEC NO:YL8934
1622,ST,TL,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-2,Item Transfer,REFER TO VEC NO:YN1003-HJ-179
1679,ST,TL,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-2,Item Transfer,REFER TO VEC NO:YN1481-HJ-210
4747,ST,WD,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-11,Item Adjustment,ISSUE TO NORTHLINK ON 20/05/15
1621,ST,TL,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-2,Item Transfer,REFER TO VEC NO:YN2537-HJ-177
1774,ST,TL,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-2,Item Transfer,REFER TO VEC NO:YN1608-HJ-284-TAKEN BY RAJA
2041,ST,TL,F4-DFU-058,50,Goods Receipt,F4-DFU-058,-1,Item Transfer,REFER TO VEC NO:GBC5079-SC-134-TAKEN BY SUNDRAM
4610,ST,WD,B2A40,5,Goods Receipt,B2A40,-4,Item Adjustment,ISSUE TO NORTHLINK ON 26/08/14
4610,ST,WD,B2B57,5,Goods Receipt,B2B57,-1,Item Adjustment,ISSUE TO NORTHLINK ON 26/08/14
95,TL,ST,WBWIP16,1,Item Transfer,WBWIP16,-1,Item Transfer,PROJECT DEPT VEH NO : YM4414Z
102,TL,ST,08088-30000,1,Item Transfer,08088-30000,-1,Item Transfer,PROJECT DEPT VEH NO : YM4162
545,ST,TL,SSA512T039,1,Item Transfer,SSA512T039,-1,Item Transfer,REFER TO VEC NO:YM7045..YL2726..YM5418..GBB1511
95,TL,ST,WBWIP16,1,Item Transfer,WBWIP16,-1,Item Transfer,PROJECT DEPT VEH NO : YM4414Z
2606,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEH:GBB1457HJ780 ;  TAKEN BY:RAJA
4153,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YL1595-HJ-1944-TAKEN BY RAJA
2372,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO: GBB9832HJ-642-TAKEN BY RAJA
408,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YK7481
1774,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YN1608-HJ-284-TAKEN BY RAJA
2370,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,
563,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-6,Item Transfer,SVS DEPT:GBC 1461
4737,ST,WD,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-6,Item Adjustment,ISSUE TO AH SOON UNDER TOOL LIST.
1621,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YN2537-HJ-177
2369,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO: YJ7722HJ-640-TAKEN BY RAJA
3378,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:GQ2658--HJ-1403-TAKEN BY RAJA
1622,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YN1003-HJ-179
1679,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO:YN1481-HJ-210
2371,ST,TL,CIELBOW-5/8,100,Goods Receipt,CIELBOW-5/8,-2,Item Transfer,REFER TO VEC NO: YM5497HJ-641-TAKEN BY RAJA
4885,ST,TL,F4-5/8STF,50,Goods Receipt,F4-5/8STF,-28,Item Adjustment,ISSUE TO EDWIN E2A230ES24FG-1 SET -14/12/2015
2951,ST,TL,B2B44,6,Goods Receipt,B2B44,-2,Item Transfer,REFER TO VEC NO:YK9321 HJ 1047 TAKEN BY RAJA
2782,ST,TL,B2B44,6,Goods Receipt,B2B44,-1,Item Transfer,REFER TO VEC NO: YL4141RHJ-940-TAKEN BY RAJA
3275,ST,TL,B2B44,6,Goods Receipt,B2B44,-2,Item Transfer,REFER TO VEC NO:YJ8589-HJ-1328-TAKEN BY AH NIU
4737,ST,WD,COCON2M,20,Item Adjustment,COCON2M,-11,Item Adjustment,ISSUE TO AH SOON UNDER TOOL LIST.
5283,TL,ST,FFENDCAP97,2,Item Transfer,FFENDCAP97,-1,Item Adjustment,REFER TO ASSEMBLY NO:50302--E2-A415ES24FG -2SET -14/07/2017
5229,ST,GB,FFENDCAP97,2,Item Transfer,FFENDCAP97,-1,Item Adjustment,THIS BATCH PULLEY CANT USED NEED TO WAITING APPROVAL FROM MR LIM -WRITE OFF REFER TO PO:58028
4612,ST,WD,FF-COFR14FT,1,Item Transfer,FF-COFR14FT,-1,Item Adjustment,ISSUE TO NORTHLINK ON 04/09/14
1677,ST,TL,OAOR-59X3-N70,50,Goods Receipt,OAOR-59X3-N70,-3,Item Transfer,REFER TO VEC  NO:YK2850-HJ-222..TAKEN BY RAJA
4885,ST,TL,F4-DFU-0516,30,Goods Receipt,F4-DFU-0516,-11,Item Adjustment,ISSUE TO EDWIN E2A230ES24FG-1 SET -14/12/2015
4747,ST,WD,F4-DFU-0516,30,Goods Receipt,F4-DFU-0516,-12,Item Adjustment,ISSUE TO NORTHLINK ON 20/05/15
4885,ST,TL,F4-DFU068,30,Goods Receipt,F4-DFU068,-1,Item Adjustment,ISSUE TO EDWIN E2A230ES24FG-1 SET -14/12/2015
1590,ST,TL,F4-DFU068,30,Goods Receipt,F4-DFU068,-2,Item Transfer,REFER TO VEC NO:GU9545-HJ-155
4232,ST,TL,F4-DOU-0516,20,Goods Receipt,F4-DOU-0516,-2,Item Transfer,Refer to veh. no. GBA0013J- HJ2007 taken by Raja
4885,ST,TL,F4-DOU-0516,20,Goods Receipt,F4-DOU-0516,-9,Item Adjustment,ISSUE TO EDWIN E2A230ES24FG-1 SET -14/12/2015
5308,ST,TL,F4-DOU-0516,20,Goods Receipt,F4-DOU-0516,-4,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -31/08/2017
264,ST,TL,B2B58,1,Goods Return,B2B58,-1,Item Transfer,REFER TO VEC NO:YL8169...YL8169
4474,ST,TL,CK2540,97,Goods Receipt,CK2540,-89,Item Adjustment,REFER TO VEC NO:gz6816-HJ-2183-TAKEN BY RAJAN
239,ST,TL,B2B53,17,Goods Receipt,B2B53,-2,Item Transfer,SVS DEPT VEH NO:YN5989 & YL6519
92,ST,TL,B2B53,17,Goods Receipt,B2B53,-1,Item Transfer,SVS DEPT VEH NO : YM7751 & YL 2382
122,ST,TL,B2B53,17,Goods Receipt,B2B53,-2,Item Transfer,SVS DEPT VEH NO : GBB7642 & YL2729
128,ST,TL,B2B53,17,Goods Receipt,B2B53,-2,Item Transfer,REFER TO VEC NO:YL5835..YL431
282,ST,TL,B2B53,17,Goods Receipt,B2B53,-2,Item Transfer,"REFER TO VEC NO""YL2876"
262,ST,TL,B2B53,17,Goods Receipt,B2B53,-1,Item Transfer,REFER TO VEC NO:XD4660...GV7975
137,ST,TL,B2B53,17,Goods Receipt,B2B53,-1,Item Transfer,REFER TO VEC NO:YM3265..YM431..YM3839..YM3681
171,ST,TL,B2B53,17,Goods Receipt,B2B53,-1,Item Transfer,REFER TO VEC NO:YN2050...YL14710
313,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YM4232
337,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YM4770...YL2990
317,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL8206
332,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL890..YN47..YL2500
372,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YK8352
343,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL4058..YM133
278,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YJ7553
295,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,SVS DEPT VEH NO : YL2470
352,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:GBB3132
266,ST,TL,B2B58,15,Goods Receipt,B2B58,-2,Item Transfer,REFER TO VEC NO:YM5642..YM5574
300,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,SVS DEPT VEH NO: YM563..
345,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL3778..YM1814
314,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL6444...XD4486
325,ST,TL,B2B58,15,Goods Receipt,B2B58,-1,Item Transfer,REFER TO VEC NO:YL5496...YN1305
211,TL,ST,B1TD2570-401,6,Item Transfer,B1TD2570-401,-2,Item Transfer,TRANFER BAK TO STORE...REFER TO TRANFER NO:43
133,TL,ST,TCP11FOR,1,Item Transfer,TCP11FOR,-1,Item Transfer,system problem
5308,ST,TL,HCHOCL-SS2000,10,Goods Receipt,HCHOCL-SS2000,-3,Item Adjustment,ISSUE TO EDWIN -E2-B415ES12FG-2SETS -31/08/2017
86,TL,ST,SSA512T039,1,Item Transfer,SSA512T039,-1,Item Transfer,SVS DEPT VEH NO :GP9168 SVS USE ST TO BILL CUSTOMER
87,TL,ST,B36204-2RS,6,Item Transfer,B36204-2RS,-1,Item Transfer,SVS DEPT VEH NO :YM9979 SVS USE ST TO BILL
819,ST,WD,SSA 352F 107K,5,Item Transfer,SSA 352F 107K,-1,Item Transfer,ISSUE TO NOTHLINK ON 24/04/12
634,ST,TL,SSA 352F 107K,5,Item Transfer,SSA 352F 107K,-1,Item Transfer,SVS VEH YN47
396,ST,TL,MM408992,10,Goods Receipt,MM408992,-9,Item Transfer,TRANSFER FOR MRU
71,ST,TL,CCCO-2012Z,2,Goods Receipt,CCCO-2012Z,-1,Item Transfer,REFER TO VEC NO:YM4414Z
4446,ST,TL,OBWH251NIY,178,Goods Receipt,OBWH251NIY,-18,Item Adjustment,REFER TO VEC NO:YM9869-HJ-2170-TAKEN BY RAJA
468,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-1,Item Transfer,REFER TO VEC NO:YJ9608..WB918
792,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-4,Item Transfer,REFER TO VEC NO:YJ9218
632,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-4,Item Transfer,ISSUED TO THIS VECHL NO:GQ6912
525,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-3,Item Transfer,REFER TO VEC NO:YM1265
841,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-1,Item Transfer,REFER TO VEC NO:GB8944
1449,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-3,Item Transfer,REFER TO VEC NO:YL1470-SC-020
499,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-3,Item Transfer,ISSUD TO THIS VECHL NO:GBC1126A/YL7644/GBB9897
857,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-1,Item Transfer,REFER TO VEC NO:GBC9143
794,ST,TL,FEFUHL-610502,31,Goods Receipt,FEFUHL-610502,-4,Item Transfer,REFER TO VEC NO:GU6187
4452,ST,TL,MM431633,3,Goods Receipt,MM431633,-3,Item Adjustment,REFER TO VEC NO:YL9472-HJ-2174 TAKEN BY AH KENG
199,ST,TL,ECEXVA5/16ORING2P,2,Item Adjustment,ECEXVA5/16ORING2P,-1,Item Transfer,REFER TO VEC NO:YK1361
249,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-2,Item Transfer,"REFER TO VEC NO:YJ6226..YM132,,"
101,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-1,Item Transfer,SVS DEPT VEH NO : GZ9103 & YL2752
315,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-1,Item Transfer,REFER TO VEC NO:YM7086...YK7707
141,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-2,Item Transfer,"TRANSFER FROM OLD FILE - CHIN LOONG YL5674,YM5497,YM7307"
299,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-2,Item Transfer,SVS DEPT VEH NO: YL2999
276,ST,TL,TSJ423J007,10,Goods Receipt,TSJ423J007,-2,Item Transfer,"REFER TO VEC NO:YL2876..YL9110,,YM5208"
296,ST,TL,071222167A,120,Goods Receipt,071222167A,-1,Item Transfer,LOAN TO MR MIKE
2301,ST,TL,TCP11C2,1,Goods Return,TCP11C2,-1,Item Transfer,REFER TO VEC NO: YK1608HJ-606-TAKEN BY RAJA
4402,ST,TL,BABA-200-VISCA,6,Goods Receipt,BABA-200-VISCA,-6,Item Adjustment,REFER TO VEC NO:YM5067-HJ-2142-TAKEN BY RAJA
946,ST,WD,B2A45,10,Goods Receipt,B2A45,-4,Item Transfer,ISSUE TO NORTHLINK ON 09/05/12
1387,ST,TL,B2A45,10,Goods Receipt,B2A45,-1,Item Transfer,REFER TO VEC NO:YM2264-HJ-046
736,ST,TL,B2A45,10,Goods Receipt,B2A45,-2,Item Transfer,REFER TO VEC NO:YL5454
724,ST,TL,B2A45,10,Goods Receipt,B2A45,-2,Item Transfer,SVS DEPT YK9555
